sku,docId,lastSource,status,before_len,after_len,before_issues,after_issues,before,after,reason
SKU-8064565799,SKU-8064565799,title-normalize,update,71,44,order_producttype_after_model,,UGG Tazz Damen Sneaker Sand NEU Hausschuhe Wildleder Luxuriöser Komfort,UGG Hausschuhe Tazz Damen Wildleder Sand NEU,
SKU-8112287411,SKU-8112287411,job-improve,update,74,70,priority_a_missing_in_title|priority_a_not_in_first_60,,Desigual Damen Sweatshirt Mojito Power Flamingo Rosa Gr. XXL Baumwolle Neu,Desigual Sweatshirt 23WMSK05/3022 Damen Gr.xxL 100% Baumwolle Rosa NEU,
SKU-8133187753,SKU-8133187753,ui,update,75,74,priority_a_missing_in_title|priority_a_not_in_first_60,order_producttype_after_model,Villa Grinario Jersey-Spannbettuch 100x200 cm Rot Baumwolle Rundumgummi NEU,Villa Grinario Spannbettlaken Gr. 100x200cm 100% Baumwolle (Jersey gekämmt,
SKU-8151275535,SKU-8151275535,unknown,update,72,59,priority_a_missing_in_title|priority_a_not_in_first_60,,FUVSHU UV-Matratzenstaubsauger BT-Y02 für Tiefenreinigung & Milbenschutz,FUVSHU UV-Matratzenstaubsauger Milbensauger BT-Y02 350W NEU,
SKU-8197874459,SKU-8197874459,title-normalize,update,75,74,priority_a_missing_in_title|priority_a_not_in_first_60,,New Balance 515 Herren Sneaker Schwarz NEU Handschuhe & Fäustlinge ML515AGR,New Balance Handschuhe Fäustlinge ML515AGR Herren Textil Wildleder Schwarz,
SKU-8236064906,SKU-8236064906,unknown,update,77,54,priority_a_missing_in_title|priority_a_not_in_first_60,,KNIPEX Zangenschlüssel 200mm – Präzises Greifen & Schrauben ohne Beschädigung,KNIPEX Zangenschlüssel 82 01 200 SB 200mm Rot Grau NEU,
SKU-8245288059,SKU-8245288059,ui,update,73,71,priority_a_not_in_first_60,,"LICO Boulder V Kinder Sneaker Pink, Türkis Gr. 31 NEU Hallenschuhe 360652",LICO Hallenschuhe 360652 Kinder Gr. 31 Synthetik/Textil Pink Türkis NEU,
SKU-8249181407,SKU-8249181407,title-normalize,update,72,39,duplicate_word,,Sony DJ-Kopfhörer WH-CH720N WH-CH720N Schwarz NEU Over-Ear Aktiver Video,Sony DJ-Kopfhörer WH-CH720N Schwarz NEU,
SKU-8310896573,SKU-8310896573,category-review-csv,update,71,54,priority_a_missing_in_title|priority_a_not_in_first_60,,"IKEA RANARP Pendelleuchte: Zeitloses Design für warmes, gezieltes Licht",IKEA Pendelleuchte SKU-8310896573 38cm Metall Weiß NEU,
SKU-8317603092,SKU-8317603092,unknown,update,70,69,priority_a_missing_in_title|priority_a_not_in_first_60,,SETEX Matratzenschoner Noppen 140x200cm – Optimaler Schutz & Belüftung,Setex Matratzenschoner mit Noppenstruktur Noppen 140x200cm Erwachsene,
SKU-8367978772,SKU-8367978772,category-review-csv,update,75,43,priority_a_missing_in_title|priority_a_not_in_first_60,,Pelikan Büro & Schreibwaren 519637 NEU Farbband Gr. 156 Correctable präzise,Pelikan Schreibmaschinen-Zubehör 519637 NEU,
SKU-8462375603,SKU-8462375603,bulk-table,update,73,56,priority_a_missing_in_title|priority_a_not_in_first_60,,Puma Smash V2 L Damen Sneaker für Komfort - Schwarz / Weiß NEU OVP Gr. 40,PUMA Sportschuh 365208 02 Damen Gr. 40 Gummi Schwarz NEU,
SKU-8640590578,SKU-8640590578,title-normalize,update,72,69,duplicate_word,,Villa Grinario Spannbettlaken SKU-8640590578 Grün Gr. 100 x 200 cm 100 %,Villa Grinario Spannbettlaken SKU-8640590578 Gr. 100x200cm 200cm Grün,
SKU-8689351772,SKU-8689351772,unknown,update,75,50,priority_a_missing_in_title|priority_a_not_in_first_60,,Garmin HRM-Dual Herzfrequenzmesser mit Dual-Konnektivität für präzise Daten,Garmin Herzfrequenzmesser 010-12883-00 Schwarz NEU,
SKU-8742112863,SKU-8742112863,title-normalize,update,78,61,model_or_mpn_missing|priority_a_missing_in_title|priority_a_not_in_first_60|duplicate_word,model_or_mpn_missing,New Balance New Balance Kinder Sneaker Silber Gr. 26 NEU Kinderschuhe & -boots,New Balance Kinderschuhe -boots Kinder Gr. 26 Mesh Silber NEU,
SKU-8747609895,SKU-8747609895,unknown,update,72,25,model_or_mpn_missing,model_or_mpn_missing,QKIDS Tretroller Kinder Faltbar & Höhenverstellbar für sicheren Fahrspaß,QKIDS Tretroller Pink NEU,
SKU-8779940575,SKU-8779940575,category-review-csv,update,72,55,priority_a_missing_in_title|priority_a_not_in_first_60,,"TATONKA Campingbecher Handle Mug 600 - Robust, platzsparend & vielseitig",TATONKA Campingbecher 4073.000 600 Edelstahl Silber NEU,
SKU-8835594725,SKU-8835594725,unknown,update,78,51,model_or_mpn_missing|priority_a_missing_in_title|priority_a_not_in_first_60,model_or_mpn_missing,DESKTRONIC Kabelmanagement Set für aufgeräumten Schreibtisch & mehr Sicherheit,DESKTRONIC Kabelgebundene Router Metall Schwarz NEU,
SKU-8843412443,SKU-8843412443,category-review-csv,update,71,41,model_or_mpn_missing,model_or_mpn_missing,ONVAYA Verkehrsspiegel Schwarz Kunststoff NEU Gr. 31.2 cm 70 Weitwinkel,ONVAYA Verkehrsspiegel 31.2cm Schwarz NEU,
SKU-8919591829,SKU-8919591829,category-review-csv,update,71,67,priority_a_missing_in_title|priority_a_not_in_first_60,,"PLANAM Kinder Outdoorhose NORIT – Robust, bequem & sicher für Abenteuer",PLANAM Hose NORIT Kids Trousers Jungen Gr. 170/176 oliv/schwarz NEU,
SKU-9142845763,SKU-9142845763,category-review-csv,update,79,52,priority_a_missing_in_title|priority_a_not_in_first_60,,WALSER Hagelschutzplane Perma Protect M – Premium Schutz vor Hagel & Wetter NEU,WALSER Hagelschutzplane 30974 Grau Silber Orange NEU,
SKU-9146759920,SKU-9146759920,bulk-table,update,71,69,order_producttype_after_model,priority_a_missing_in_title|priority_a_not_in_first_60,adidas Samba LT W Damen Sneaker Schwarz Weiß Leder Retro NEU OVP Gr. 44,adidas Sneaker Samba UnisexErwachsene Gr. 44 Leder Wildleder Weiß NEU,
SKU-9428729031,SKU-9428729031,title-normalize,update,76,68,model_or_mpn_missing,model_or_mpn_missing,Derby Rasierklingen Double Edge Silber Schwedischer Stahl NEU Premium sanfte,Derby Rasierklingen Double Edge Herren Schwedischer Stahl Silber NEU,
SKU-9431798499,SKU-9431798499,unknown,update,71,58,priority_a_missing_in_title|priority_a_not_in_first_60,,HP 305 Original Tintenpatronen Doppelpack für brillante Druckergebnisse,HP Tintenpatrone 6ZD17AE Kunststoff Schwarz Dreifarbig NEU,
SKU-9436640030,SKU-9436640030,ui,update,73,75,order_producttype_after_model,,Puma Fusion Crush Sport Herren Golfschuh Sneaker Weiß/Grau/Rot Gr. 44 NEU,Puma Golfschuh Fusion Crush Sport Herren Synthetik Textil Weiß Grau Rot NEU,
SKU-9454243198,SKU-9454243198,ui,update,79,64,model_or_mpn_missing,model_or_mpn_missing,Jolly Superwaxies Aqua Wachsmalkreiden 10 Farben wasservermalbar für Kinder NEU,Jolly Wachsmalkreiden Kinder und Erwachsene Wachs Mehrfarbig NEU,
SKU-9458628509,SKU-9458628509,ui,update,74,50,priority_a_missing_in_title|priority_a_not_in_first_60,,"Eureka E10s Saug- & Wischroboter mit Absaugstation, 4000 Pa Saugkraft Weiß",Eureka Saug- Wischroboter E10s Kunststoff Weiß NEU,
SKU-9603350817,SKU-9603350817,barcode-rollback,update,80,47,model_or_mpn_missing|priority_a_missing_in_title|priority_a_not_in_first_60,model_or_mpn_missing,Universal Tablet-Bodenständer mit Schwenkarm & Höhenverstellung für alle Tablets,Füllfederhalter Universal Metall Kunststoff NEU,
SKU-9627368343,SKU-9627368343,job-improve,update,72,68,priority_a_missing_in_title|priority_a_not_in_first_60,,d-c-fix Energiesparfolie für Fenster 90x200cm UV-Schutz Wärmedämmung NEU,d-c-fix Energiesparfolie 333-0000 90x200cm Erwachsene Kunststoff NEU,
SKU-9671499764,SKU-9671499764,job-improve,update,72,57,order_producttype_after_model,order_producttype_after_model,"House Nordic Servierwagen Noel, Schwarz, Metall, 68x79cm, 2 Ablagen, Neu",House Nordic Servierwagen 68cm Metall 68x79cm Schwarz NEU,
SKU-9787450821,SKU-9787450821,category-review-csv,update,77,39,duplicate_word,,"bremermann Manuelle Nudelmaschine 57003 57003 Rot Edelstahlwalzen, lackiertes",bremermann Manuelle Nudelmaschine 57003,
SKU-9804667250,SKU-9804667250,bulk-table,update,77,64,priority_a_missing_in_title|priority_a_not_in_first_60,,adidas Samba OG J Damen Sneaker Cloud White / Collegiate Green NEU OVP Gr. 38,adidas Sportschuh SKU-9804667250 Damen Gr. 38 2/3 Leder Grün NEU,
SKU-9834509499,SKU-9834509499,title-normalize,update,77,42,model_or_mpn_missing,model_or_mpn_missing,MSV Handtuchhalter Schwarz Metall NEU Gr. 42 cm Ohne Bohren 3-stufig bohrfrei,MSV Handtuchhalter 42cm Metall Schwarz NEU,
SKU-9912977908,SKU-9912977908,category-review-csv,update,73,49,duplicate_word,,"Dexcom Blutzuckermessgerät G7 STK-GT-013 Schwarz NEU Dexcom, Inc. Präzise",Dexcom Blutzuckermessgerät STK-GT-013 Schwarz NEU,
SKU-9933881904,SKU-9933881904,title-normalize,update,80,52,model_or_mpn_missing|priority_a_missing_in_title|priority_a_not_in_first_60|duplicate_word,model_or_mpn_missing,SCENEX Damen Tanzschuhe – Elegant & Stabil für Tango & Salsa Sneaker Schwarz NEU,SCENEX Handschuhe Fäustlinge Damen Satin Schwarz NEU,
SKU-9968230318,SKU-9968230318,barcode-rollback,update,79,51,priority_a_missing_in_title|priority_a_not_in_first_60,,HOLA KIT Reifenreparaturset für schnelle & sichere Pannenbehebung unterwegs NEU,HOLA KIT Reifenreparaturset HKDB02 Schwarz Grün NEU,
SKU-9979752242,SKU-9979752242,job-improve,update,76,53,priority_a_missing_in_title|priority_a_not_in_first_60,,CCLIFE Lambdasonden Steckschlüssel Satz 3-tlg. 22mm 3/8 1/2 Zoll Antrieb NEU,CCLIFE Lambdasonden-Steckschlüssel-Satz 1735 22mm NEU,
SKU-9988960743,SKU-9988960743,bulk-table,update,75,68,priority_a_missing_in_title|priority_a_not_in_first_60,,Pepe Jeans London W Albal Damen Sneaker Elegant Gold / Beige NEU OVP Gr. 40,Pepe Jeans Sneaker low PLS31463 099 Damen Gr. 40 Synthetik Beige NEU,
SKU-2365442999,a18d09b8-ae6e-4114-9b82-f7cf388905d0,ui,update,71,72,brand_missing|priority_a_missing_in_title|priority_a_not_in_first_60,brand_missing,"Gastronormbehälter GN Behälter Edelstahl 2,4L Volumen 150mm 6er Set NEU",Unbekannt Gastronormbehälter Edelstahl 176mm 2.4 Liter 2.4L 150mm Silber,
SKU-3264592188,a52ad537-120e-426d-9887-f873d36bcdaa,ui,update,76,43,priority_a_missing_in_title|priority_a_not_in_first_60,,Thule Bodenmatte für Chariot Double Fahrradanhänger robuster Gummischutz NEU,Thule Bodenmatte 20201523 Gummi Schwarz NEU,
SKU-1848228084,a7fbf83a-10da-453f-974b-4d71c9e7e626,ui,update,71,41,model_or_mpn_missing,model_or_mpn_missing,Walex Fäkalientank-Deodorant Tiefblau NEU Porta-Pak Max 50 geruchsfreie,Walex Fäkalientank-Deodorant Tiefblau NEU,
SKU-8463577445,ab8921aa-074a-4d89-beb7-b4236133851e,job-improve,update,76,62,priority_a_missing_in_title|priority_a_not_in_first_60,,KSIBNW RGB LED Neon Streifen D347 für Innen Außen 20m IP65 Bluetooth App Neu,KSIBNW LED Streifen D347 20m Milchweißes PVC bluetooth RGB NEU,
SKU-5748131128,ad08f46f-d233-4c4f-b5c5-bc803ce5018e,ui,update,78,38,priority_a_missing_in_title|priority_a_not_in_first_60,,FRANKBERG Querlenkersatz CA03211Z-FC für PKW Fahrwerk Stabilität Austausch Neu,FRANKBERG Querlenkersatz 001771200 NEU,
SKU-5198272869,ad41bd2c-b32b-4f84-8e10-70a3933b51e6,ui,update,78,72,priority_a_missing_in_title|priority_a_not_in_first_60,,Street One Bekleidungsstück Unisex Erwachsene Neutral Gr. EUR 44-48 Textil NEU,Street One Bekleidungsstück 302909 UnisexErwachsene Gr. EUR 44-48 Textil,
SKU-8799542495,b17bc8c9-7097-40af-ba51-02491a3cb01e,ui,update,74,62,model_or_mpn_missing|priority_a_missing_in_title|priority_a_not_in_first_60,model_or_mpn_missing,Kiniris Leopard Kostüm Mädchen Fasching Karneval Braun Gr. 10-12 Jahre Neu,Kiniris Komplett-Kostüm Kinder Gr. S M LxL Polyester Braun NEU,
SKU-8203474346,b9682eb9-a9aa-415e-898f-7b9bf915e42f,script-condition-normalize,update,72,61,model_or_mpn_missing|priority_a_missing_in_title|priority_a_not_in_first_60|duplicate_word,model_or_mpn_missing,Sabeatex Kopfkissen & Körperkissen Weiß Gr. 70 x 35 x 13 cm NEU Optimale,Sabeatex Kopfkissen Körperkissen 13cm Gr. 70x35x13cm Weiß NEU,
SKU-0716100821,c02f6527-8651-429c-8022-31eb90f6aaaa,job-improve,update,80,74,priority_a_missing_in_title|priority_a_not_in_first_60,,SOMAN Integralhelm Pink Schwarz Lila Gr. S Motorradhelm ECE DOT zertifiziert NEU,SOMAN Integralhelm A154956/202401/03705 Unisex Gr. S Pink Schwarz Lila NEU,
SKU-4995445480,c9fb6dc8-5db9-455d-a9b6-a8cadf694909,ui,update,70,65,priority_a_missing_in_title|priority_a_not_in_first_60,,Adidas Firebird TP Trainingshose Herren Dunkelblau Gr. L Polyester Neu,Adidas Trainingshose JC8285 Herren Gr. L Polyester Dunkelblau NEU,
SKU-3442148631,d2649d99-ae7a-4b45-bca9-e6c452843d93,barcode-rollback,update,75,45,priority_a_missing_in_title|priority_a_not_in_first_60,,"ToMax Tintenpatrone TM-LC-223Y Gelb für brillante, langlebige Ausdrucke NEU",ToMax Kompatible Tintenpatrone 72239 Gelb NEU,
SKU-3178068699,d26c1381-e411-4bd2-a9fd-fdd8e408a28a,job-improve,update,78,54,priority_a_missing_in_title|priority_a_not_in_first_60,,Vex Hoover Original Zulaufschlauch für Waschmaschine & Geschirrspüler Grau Neu,Vex Zulaufschlauch 92250869 Kunststoff Metall Grau NEU,
SKU-6221197450,d5ebb4cc-55b0-4b01-a52b-14af5f5e48dd,ui,update,74,68,order_producttype_after_model,order_producttype_after_model,TRIGGER POINT SYSTEMS Fitnessbänder Set S/M/L Widerstandsstufen Textil NEU,TRIGGER POINT SYSTEMS Fitnessbänder Set Textil Grau Schwarz Hellgrau,
SKU-9445536447,e0a338cc-0fd6-4625-8c0c-054308424954,ui,update,70,63,priority_a_missing_in_title|priority_a_not_in_first_60|duplicate_word,,Adidas Herren Trainingsanzug M 3S TR TT TS Schwarz Gr. M Polyester Neu,Adidas Trainingsanzug J18858 Herren Gr. M Polyester Schwarz NEU,
SKU-6854747447,e29c131f-ec89-434c-b216-90f28330918d,ui,update,76,50,priority_a_missing_in_title|priority_a_not_in_first_60,,Vinz Jethelm Como Motorradhelm Schwarz Matt XS 53-54cm ECE R22-06 Unisex Neu,Vinz Jethelm 220653541150 Unisex Gr.xS Schwarz NEU,
SKU-5599844775,e73c69ce-6582-4454-adab-52b418a775d0,ui,update,78,68,priority_a_missing_in_title|priority_a_not_in_first_60,,Goffii Montessori Holzspielzeug Bauernhof Angeln Gemüse Motorik ab 3 Jahre NEU,Goffii Montessori Lernspielzeug 230404041 Unisex Holz Mehrfarbig NEU,
SKU-1536365981,ea75ec18-8ebd-4623-8b72-bdc796af7bfb,job-improve,update,77,56,brand_missing|priority_a_not_in_first_60|order_brand_after_producttype|order_producttype_after_model,brand_missing,Universal Silikon Backform Einsatz 2er Set Antihaft Schwarz für Unbekannt NEU,Unbekannt Backform Einsatz Universal Silikon Schwarz NEU,
SKU-8261682619,f0796a2b-7a12-4f55-b343-cf8e47e35ad0,ui,update,79,72,priority_a_missing_in_title|priority_a_not_in_first_60,,TePe Interdentalbürsten Idb Orange 0.45 mm Biobasiert für Zahnzwischenräume Neu,TePe Interdentalbürsten 138826 Gr. 0.45mm Biobasierter Kunststoff Orange,
SKU-6536943755,f19c6d73-628b-424c-9d89-d950ebafb74b,ui,update,79,68,priority_a_missing_in_title|priority_a_not_in_first_60,,ANYCUBIC 3D Drucker Filament 1kg Highspeed Hellweiß PLA+ 1.75mm Durchmesser NEU,ANYCUBIC 3D Drucker Filament AHPLPBW-102 PLA 1kg 1.75mm Hellweiß NEU,
SKU-2204782559,f2028097-7287-47f8-b694-d663960758ec,ui,update,80,73,priority_a_not_in_first_60,,Eternity Commerce LTD Magnetspielzeug Pixel-Stil 150 Teile ab 3 Jahre 2024-1 NEU,Eternity Commerce LTD Magnetspielzeug 2024-1 Kunststoff Magnet Mehrfarbig,
SKU-0107097519,f7a5bb4a-9e13-4a67-8065-996f9a809f26,unknown,update,71,60,priority_a_not_in_first_60,,Sontheimer Nockenschalter S06H 32A 690V 9kW | Herstellernummer 10008352,Sontheimer Nockenschalter 10008352 690V 9kW Grau Schwarz NEU,
SKU-7447779999,f8fc404d-90b9-408f-a0a5-53038fdbd793,script-condition-normalize,update,77,67,model_or_mpn_missing|priority_a_missing_in_title|priority_a_not_in_first_60,model_or_mpn_missing,ONLINE Calli.Brush Lettering & Aquareell Set 'Das Leben ist Schön' DIN A5 NEU,ONLINE Kalligrafie-Set Anfänger und Fortgeschrittene Mehrfarbig NEU,
