SKU,Localised For,Title,Subtitle,Product Description,Additional Info,Group Picture URL,Picture URL 1,Picture URL 2,Picture URL 3,Picture URL 4,Picture URL 5,Picture URL 6,Picture URL 7,Picture URL 8,Picture URL 9,Picture URL 10,Picture URL 11,Picture URL 12,Picture URL 13,Picture URL 14,Picture URL 15,Picture URL 16,Picture URL 17,Picture URL 18,Picture URL 19,Picture URL 20,Picture URL 21,Picture URL 22,Picture URL 23,Picture URL 24,UPC,ISBN,EAN,MPN,Brand,ePID,Attribute Name 1,Attribute Value 1,Attribute Name 2,Attribute Value 2,Attribute Name 3,Attribute Value 3,Attribute Name 4,Attribute Value 4,Attribute Name 5,Attribute Value 5,Attribute Name 6,Attribute Value 6,Attribute Name 7,Attribute Value 7,Attribute Name 8,Attribute Value 8,Attribute Name 9,Attribute Value 9,Attribute Name 10,Attribute Value 10,Attribute Name 11,Attribute Value 11,Attribute Name 12,Attribute Value 12,Attribute Name 13,Attribute Value 13,Attribute Name 14,Attribute Value 14,Attribute Name 15,Attribute Value 15,Attribute Name 16,Attribute Value 16,Attribute Name 17,Attribute Value 17,Attribute Name 18,Attribute Value 18,Attribute Name 19,Attribute Value 19,Attribute Name 20,Attribute Value 20,Attribute Name 21,Attribute Value 21,Attribute Name 22,Attribute Value 22,Attribute Name 23,Attribute Value 23,Attribute Name 24,Attribute Value 24,Attribute Name 25,Attribute Value 25,Attribute Name 26,Attribute Value 26,Attribute Name 27,Attribute Value 27,Attribute Name 28,Attribute Value 28,Attribute Name 29,Attribute Value 29,Attribute Name 30,Attribute Value 30,Condition,Condition Description,Measurement System,Length,Width,Height,Weight Major,Weight Minor,Package Type,Total Ship To Home Quantity,Channel Id,Category,Shipping Policy,Payment Policy,Return Policy,List Price,Max Quantity Per Buyer,Strikethrough Price,Minimum Advertised Price,Minimum Advertised Price Handling,Store Category Name 1,Store Category Name 2,Sold Off eBay,Sold On eBay,Apply Tax,Tax Category,VAT Percent,Include eBay Product Details,Domestic Shipping P1 Cost,Domestic Shipping P1 Additional Cost,Domestic Shipping P1 Surcharge,Domestic Shipping P2 Cost,Domestic Shipping P2 Additional Cost,Domestic Shipping P2 Surcharge,Domestic Shipping P3 Cost,Domestic Shipping P3 Additional Cost,Domestic Shipping P3 Surcharge,Domestic Shipping P4 Cost,Domestic Shipping P4 Additional Cost,Domestic Shipping P4 Surcharge,International Shipping P1 Cost,International Shipping P1 Additional Cost,International Shipping P1 Surcharge,International Shipping P2 Cost,International Shipping P2 Additional Cost,International Shipping P2 Surcharge,International Shipping P3 Cost,International Shipping P3 Additional Cost,International Shipping P3 Surcharge,International Shipping P4 Cost,International Shipping P4 Additional Cost,International Shipping P4 Surcharge,International Shipping P5 Cost,International Shipping P5 Additional Cost,International Shipping P5 Surcharge,Template Name,Custom Fields,Eligible For eBay Plus,
"SKU-8906682806","de_DE","SKF Explorer Schrägkugellager 7315 BEGAP Innen-Ø 75mm Außen-Ø 160mm Dicke 37mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dicke",,"Bohrlochdurchmesser",,"Oberfläche",,"Marke","SKF","Produkttyp","Schrägkugellager","Innendurchmesser","37 mm","Außendurchmesser","160 mm","Durchmesser","75 mm","Werkstoff","Stahl","Herstellernummer","7315 BEGAP","Anzahl der Einheiten","1","Maßeinheit","kg","Ursprungsland","Österreich",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-3084359057","de_DE","SKINTIST BY REDCARE Hydro Effect Augencreme",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marke","SKINTIST BY REDCARE","Ursprungsland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-0997953441","de_DE","SKS Germany TOM 18 Multitool, 18 Funktionen, Kettennieter, silber/orange",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anzahl der Einheiten",,"Maßeinheit",,"Marke","SKS","Produktart","Multifunktionswerkzeuge","Anwendungsbereich","Fahrrad","Ursprungsland",,"Material","Stahl","Farbe","Silber","Breite","48 mm","Gewicht","184 g","Länge","73 mm","Tiefe","21 mm","Herstellernummer","10016","Modell","SKS TOM 18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-6099828388","de_DE","Sloggi GO Casual Damen Bralette Top, Bio-Baumwolle, Elfenbein, M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bügelart",,"Thema",,"Akzente",,"Gewebeart",,"Träger-/Riemenart",,"Transparenz",,"Größenkategorie",,"Textilpflege",,"Produktlinie",,"Vintage",,"Personalisieren",,"Anleitung für Personalisierung",,"Anzahl der Einheiten",,"Produktart","Bralette Top","Unterbrustumfang","M","Marke","sloggi","Körbchengröße","M","Größe","M","Farbe","Elfenbein","Stil","Bralette","Besonderheiten","Atmungsaktiv, Weich, Dehnbar","Abteilung","Damen","Material","Baumwolle","Verschluss","Ohne Verschluss","Muster","Unifarben","Ursprungsland",,"Herstellernummer","00GZ","Maßeinheit","m",,,,,,,,,,,,,,,,63853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-4208989688","de_DE","Sloggi Hipster Gr. EU 6 Herren 96% Baumwolle 4% Elastan Mehrfarbig NEU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Besonderheiten",,"Charakter",,"Gewebeart",,"Charakter Familie",,"Vintage",,"Personalisieren",,"Größenkategorie",,"Anleitung für Personalisierung",,"Anzahl der Einheiten",,"Herstellernummer",,"Maßeinheit",,"Modell",,"Abteilung","Herren","Stil","Lange Unterhose","Marke","sloggi","Material","Baumwolle,Elasthan","Größe","EU 6","Produktart","Unterhose","Farbe","Mehrfarbig","Thema","Hipster","Ursprungsland",,"Muster","Ohne Muster","Anzahl pro Packung","3-teilig","Textilpflege","Maschinenwäsche",,,,,,,,,,,,,,,,,,,,,,,,11507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-1814556864","de_DE","Sloggi Mini Slip GO Crush Damen Gr. S Baumwollmischung Multi-Colour",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Durchmesser",,"Markenkompatibilität",,"Modellkompatibilität",,"Stärke",,"Anzahl der Einheiten",,"Gewicht",,"Herstellergarantie",,"Herstellernummer",,"Maßeinheit",,"Produktart","Mini Slip","Farbe","Multi-Colour","Marke","Sloggi","Ursprungsland",,"Material","Baumwollmischung","Modell","GO Crush",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-8223313532","de_DE","Smiffys Clown Kostüm Set Gr. M Damen Mehrfarbig NEU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Material",,"Besonderheiten",,"Herstellernummer",,"Thema","Clowns & Zirkus","Stil","Komplett-Kostüm","Größe","S/M","Farbe","Mehrfarbig","Marke","Smiffys","Ursprungsland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-5496567952","de_DE","Snocks Damen Lace Tanga 3er Set Schwarz, Bio-Baumwolle, elastisch, S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Charakter",,"Thema",,"Besonderheiten",,"Kompressionszone",,"Bundhöhe",,"Größenkategorie",,"Akzente",,"Transparenz",,"Vintage",,"Textilpflege",,"Personalisieren",,"Herstellernummer",,"Anleitung für Personalisierung",,"Abteilung","Damen","Stil","Thong","Marke","Snocks","Größe","S","Material","Bio-Baumwolle","Farbe","Schwarz","Gewebeart",,"Produktart","Tanga","Anzahl pro Packung","3 Stück","Muster","Unifarben","Ursprungsland",,"Modell","Lace Thong",,,,,,,,,,,,,,,,,,,,,,63854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-9247228090","de_DE","SodaStream Quick Connect Leerer Tauschzylinder 60 L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anzahl der Bleche",,"Anzahl der Scheiben",,"Leistung",,"Herstellergarantie",,"Herstellernummer",,"Besonderheiten",,"Set enthält",,"Gedeck für",,"Tiefe",,"Höhe",,"Breite",,"Spannung",,"Anzahl der Einheiten",,"Marke","SodaStream","Bestandteile inbegriffen","Co2-Austauschzylinder","Stückzahl","1","Produktart","CO2-Flasche","Material","Metall","Farbe","Mehrfarbig","Modell","Quick Connect","Stromquelle","Manuell","Ursprungsland","Deutschland","Maßeinheit","L",,,,,,,,,,,,,,,,,,,,,,,,,,25845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-0225495136","de_DE","SodaStream Wassersprudler Crystal 3.0 mit Glaskaraffe 0.7L Edelstahl OHNE CO²",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anzahl der Bleche",,"Anzahl der Scheiben",,"Leistung",,"Herstellergarantie",,"Set enthält",,"Gedeck für",,"Tiefe",,"Höhe",,"Breite",,"Spannung",,"Anzahl der Einheiten",,"Marke","SodaStream","Bestandteile inbegriffen","Glasflasche,Kohlensäurezylinder,Schraubverschluss","Stückzahl","3","Produktart","Trinkwassersprudler","Material","Glas,ABS Kunststoff,Edelstahl","Farbe","Transparent,Silber,Schwarz","Modell","SodaStream Crystal 3.0","Stromquelle",,"Ursprungsland",,"Herstellernummer","1016411490","Besonderheiten","Glaskaraffe, CO2-Zylinder","Maßeinheit",,,,,,,,,,,,,,,,,,,,,,,,,,,25845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-3947585623","de_DE","SoFlow SO1 E-Scooter 300W, StVZO-konform, 20 km/h, 12 km Reichweite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Besonderheiten",,"Batteriespannung",,"Material",,"Bremsart",,"Trittbrett-Breite",,"Lenkerhöhe",,"Trittbrett-Länge",,"Anzahl der Einheiten",,"Produktart","E-Scooter","Marke","SoFlow","Modell","SO1","Reichweite","12 km","Radgröße","7.8 Zoll","Leistung","300 Watt","Farbe","Schwarz, Grün","Maximales Benutzergewicht","100 kg","Geschwindigkeit","20 km/h","Akkuladezeit","5 h","Akkukapazität","4000 mAh","Herstellernummer","300.310.01","Ursprungsland","Niederlande","Maßeinheit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,47349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-7200941317","de_DE","Sonnenschutz Panoramadach hinten für Tesla Model 3 Y CLI10206PDH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maßeinheit",,"Oldtimer-Teil",,"Tuning- & Styling-Teil",,"Personalisieren",,"Universelle Kompatibilität",,"Herstellergarantie",,"Herstellernummer",,"OE/OEM Referenznummer(n)",,"Anleitung für Personalisierung",,"Vergleichsnummer",,"Hersteller","Tesla","Einbauposition","Dach","Ursprungsland",,"Oberflächenbeschaffenheit","Matt","Anzahl der Einheiten","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-4629687923","de_DE","Sonodrum Premium Zungentrommel 35,5cm 15 Zungen C-Dur für Meditation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anzahl der Teile",,"Höhe",,"Anzahl der Einheiten",,"Lieferumfang",,"Tiefe",,"Produktart","Handpan","Anzahl der Pads","15","Durchmesser","35.5 cm","Marke","Sonodrum","Material","Stahl","Technologie","Analog","Besonderheiten","Leichtgewichtig","Ursprungsland",,"Herstellernummer","SD-P-C-Black","Modell","Premium","Gewicht","3.3 kg","Maßeinheit",,"Kenntnisstand","Fortgeschritten",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-0107097519","de_DE","Sontheimer Nockenschalter S06H 32A 690V 9kW | Herstellernummer 10008352",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Schalterart",,"Anzahl der Positionen",,"Anzahl der Steckdosen",,"Anzahl der Phasen",,"Finish",,"Anwendung",,"Smart Home Kompatibilität",,"Anzahl der Schaltkreise",,"Terminierungsart",,"Maximale Stromstärke",,"Geeignet für",,"Bedienungsart",,"Besonderheiten",,"Schutzart",,"Glühbirnenkompatibilität",,"Zimmer",,"Smart Home Kommunikationsprotokoll",,"Spulenspannung",,"Anzahl der Einheiten",,"Maßeinheit",,"Ausrichtung",,"Breite",,"Höhe",,"Kontaktkonfiguration",,"Leistung",,"Länge",,"Schutzeigenschaften",,"Zeitsteuerung",,"Marke","Sontheimer","Montageart","Frontplattenmontage",,,,,,,,,,,,58168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-9268872444","de_DE","SPIVO Tennis Topspin Trainer Bundle Set I & II mit Akustischem Feedback",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anzahl der Einheiten",,"Produktart","Topspin Trainer","Marke","Spivo","Farbe","Schwarz","Abteilung","Tennisspieler aller Spielstärken","Herstellernummer","spi-bun-DE1-bla","Modell","Bundle Set I & II","Ursprungsland",,"Maßeinheit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-1468228360","de_DE","SPOOK TACULAR CREATIONS Kostüm Kinder Grau NEU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Größe",,"Herstellernummer",,"Stil",,"Thema","Ritter","Geschlecht","Kinder","Farbe","Grau","Marke","SPOOK TACULAR CREATIONS","Material",,"Ursprungsland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-3782469631","de_DE","Spring Copenhagen Dekofigur Spirit Eichenholz Neu Natur 19x8.3x13cm Chresten",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Größe",,"Farbe",,"Stil",,"Charakter Familie",,"Finish",,"Besonderheiten",,"Zimmer",,"Herkunft",,"Charakter",,"Abteilung",,"Montage",,"Produktlinie",,"Personalisieren",,"Zusätzlich benötigte Teile",,"Vintage",,"Anzahl der Einheiten",,"Batterieart",,"Gewicht",,"Glasherstellungstechnik",,"Maßeinheit",,"Maßgefertigt",,"Pflegeanleitung",,"Anleitung für Personalisierung",,"Marke","Spring Copenhagen","Motiv",,"Produktart","Dekofigur","Form","Tier","Material","Eichenholz","Thema","Natur","Ursprungsland",,,,,,,,,,,,,36025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-5842899450","de_DE","Stahlia Schubladenschiene",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Höhe",,"Anzahl pro Packung",,"Auszugslänge",,"Stil",,"Herstellernummer",,"Anzahl der Einheiten",,"Maßeinheit",,"Herstellergarantie",,"Marke","Stahlia","Produktart","Schubladenschiene","Material","Stahl","Breite","45","Farbe","Silber","Länge","500","Ursprungsland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-0152828115","de_DE","STALESET Handtuchhalter für Wandmontage - Robust & Platzsparend",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Finish",,"Höhe",,"Anzahl der Teile",,"Installationsart",,"Stil",,"Abteilung",,"Besonderheiten",,"Montage erforderlich",,"Anzahl der Einheiten",,"Maßeinheit",,"Anzahl pro Packung",,"Breite",,"Charakter",,"Charakter Familie",,"Durchmesser",,"Länge",,"Thema",,"Produktart","Handtuchhalter","Set enthält","Handtuchhalter","Material","Metall","Farbe","Schwarz","Marke","STALESET","Montage","Wandmontage","Zimmer","Badezimmer","Ursprungsland",,"Modell","TH01-BK","Herstellernummer","TH01-BK",,,,,,,,,,,,,,,,,,20442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-4138606905","de_DE","Stradivarius Damen Hose Schwarz Lederimitat 4565/664/001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Größe",,"Marke","Stradivarius","Farbe","Schwarz","Geschlecht","Damen","Material","Lederimitat","Ursprungsland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-6388963375","de_DE","Stradivarius Damen Spitzen-Bodysuit Schwarz Gr. M – Eleganter Body mit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gewebeart",,"Bügelart",,"Thema",,"Charakter",,"Kompressionszone",,"Transparenz",,"Muster",,"Anzahl pro Packung",,"Personalisieren",,"Vintage",,"Kompressionsstufe",,"Textilpflege",,"Anleitung für Personalisierung",,"Produktart","Bodysuit","Marke","Stradivarius","Abteilung","Damen","Unterbrustumfang","M","Farbe","Schwarz","Körbchengröße","M","Größe","M","Material","85% Polyamid, 15% Elastan","Stil","Einteiler","Besonderheiten",,"Akzente",,"Ursprungsland","Spanien","Größenkategorie","Normalgröße","Herstellernummer","6791/341/001",,,,,,,,,,,,,,,,,,45279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-5530631035","de_DE","Stradivarius Damen Stoffhose M – Hellblau, Kordelzug, Regular Fit, Neu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Produktart",,"Material",,"Gewebeart",,"Taillenumfang",,"Jahreszeit",,"Thema",,"Größenkategorie",,"Bundfalte",,"Akzente",,"Verschluss",,"Schrittlänge",,"Textilpflege",,"Bundhöhe",,"Vintage",,"Personalisieren",,"Handgefertigt",,"Anleitung für Personalisierung",,"Anzahl der Einheiten",,"Abteilung","Damen","Größe","M","Marke","Stradivarius","Farbe","Hellblau","Stil","Modern, Casual","Beinform","Regular Fit","Besonderheiten",,"Muster","Einfarbig","Anlass","Alltag","Ursprungsland",,"Passform","Regular Fit","Modell","1235/505/040",,,,,,,,,,,,63863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-5144694690","de_DE","Stratic Trolley Light 39cm 37L Unisex Gr. S Polyester 55cm Mint",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Produktart","Trolley","Ursprungsland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-5198272869","de_DE","Street One Damen Pullover Anthrazit Gr. EUR 44-48 Textil Unbekannt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marke","Street One","Ursprungsland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-3963918245","de_DE","Success Courier Pumpensteuerung DSK-1 für konstanten Wasserdruck",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Herstellernummer",,"Anzahl der Einheiten",,"Maßeinheit",,"Markenkompatibilität",,"Marke","Success Courier","Ursprungsland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-2178359678","de_DE","Suhr Effektpedal Woodshed Comp 9V 6,35 mm Klinke In/Out NEU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anzahl der Einheiten",,"Maßeinheit",,"Marke","Suhr","Produktart","Effektpedal","Ursprungsland",,"Analog/Digital","Analog","Passend für","E-Gitarre","Herstellernummer","03-WSC-0001","Modell","Woodshed Comp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-5644516401","de_DE","Supplend Nagelpilzbehandlung Stift – Effektive Anti-Pilz Nagelpflege für",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inhaltsstoffe",,"Formulierung",,"Inhalt",,"Duft",,"Herstellernummer",,"Produktlinie",,"Verwendungsdauer",,"Maßeinheit",,"Anzahl der Einheiten",,"Mindesthaltbarkeitsdatum",,"Modell",,"Wirksame Inhaltsstoffe",,"Marke","Supplend","Produktart","Hand & Nagelhaut","Ursprungsland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-9876441475","de_DE","Suzanne Francis Es war einmal ein Schneemann Gebundene Ausgabe Deutsch",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Serie & Programme",,"Medium",,"Produktart","Bilderbuch","Format","Gebundene Ausgabe","Sprache","Deutsch","Erscheinungsjahr","2020","Ursprungsland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-5780092798","de_DE","SW-Stahl Ring-Maulschlüssel 38mm – Präzision für Profis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Länge",,"Herstellernummer",,"Sicherheits-Prüfzeichen",,"Anzahl der Einheiten",,"Maßeinheit",,"Besonderheiten",,"Produktart","Ring-Maulschlüssel","Marke","SW-Stahl","Schlüsselweite",,"Ursprungsland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-7800997883","de_DE","Tamaris Slingpumps M2940642 schwarz, Damen, Leder, Größe 41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Produktart",,"AU-Schuhgröße",,"UK-Schuhgröße",,"US-Schuhgröße",,"Absatzart",,"Laufsohlenmaterial",,"Innensohlenmaterial",,"Futtermaterial",,"Charakter",,"Modell",,"Thema",,"Schuhweite",,"Plateauhöhe",,"Muster",,"Verschluss",,"Jahreszeit",,"Vintage",,"Sprengung",,"Absatzhöhe",,"Individualisiert",,"Personalisieren",,"Anleitung für Personalisierung",,"Anzahl der Einheiten",,"Herstellernummer",,"Maßeinheit",,"EU-Schuhgröße","41","Marke","Tamaris","Stil","Sling-Ballerina","Farbe","Schwarz","Abteilung","Damen",,,,,,,,,,,,55793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-4820097368","de_DE","TAN.TOMI Rolltop Rucksack – Flexibel, wasserabweisend & Laptopfach",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rahmenmaterial",,"Modell",,"Akzente",,"Anzahl der Einheiten",,"Ereignistyp",,"Gewicht",,"Herstellergarantie",,"Herstellernummer",,"Länge",,"Mannschaft",,"Maßeinheit",,"Position",,"Produktlinie",,"Riemenlänge",,"Saison",,"Taschenart",,"Tiefe",,"Veranstaltung",,"Marke","tan.tomi","Abteilung","Unisex Erwachsene","Größe","Einheitsgröße","Besonderheiten","Laptopfach","Anzahl der Taschen","2","Kapazität","20 L","Anzahl der Trennwände","2","Farbe","schwarz","Material","polyester, wasserabweisend","Verschluss","Schnalle","Besatzmaterial",,"Griff-/Gurtmaterial",,,,,,,,,,,,,87122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-0336723314","de_DE","TEE-UU Rettungsmesser 9892-2510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Serie",,"Herstellernummer",,"Besonderheiten",,"Anzahl der Einheiten",,"Maßeinheit",,"Passend für",,"Gewicht",,"Herstellergarantie",,"Marke","TEE-UU","Produktart","Rettungsmesser","Modell","SNAP","Ursprungsland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-4867865757","de_DE","TEMPO Beam MSD 295W 12R Moving Head - Professionelles Bühnenlicht",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anzeigetechnologie",,"Anschlüsse",,"Native Auflösung",,"Bildseitenverhältnis",,"Kontrastverhältnis",,"Bildhelligkeit",,"Lüftergeräusch (dB)",,"HD Ready",,"Anzahl der Einheiten",,"Maßeinheit",,"Funktionen",,"Kompatibles Betriebssystem",,"Konnektivität",,"Projektionstyp",,"Marke","TEMPO","Herstellernummer","TP-BH29514R","Lampenlebensdauer","> 8000 Stunden","Ursprungsland",,"Material","Metall, Kunststoff",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-0785869755","de_DE","Terry Herrensattel Gel ergonomisch für druckfreies Langstreckenfahren",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kompatibler Fahrradtyp",,"Anzahl der Teile",,"Farbe",,"Set enthält",,"Höhe",,"Markenkompatibilität",,"Länge",,"Material",,"Breite",,"Herstellernummer",,"Gewicht",,"Modell",,"Anzahl der Einheiten",,"Herstellergarantie",,"Maßeinheit",,"Modellkompatibilität",,"Marke","Terry","Teiletyp","Herrensattel","Ursprungsland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
