Key,Products,Cluster,Types,Sources,TopCategories,SampleValues
Material Boden & Zargen,1,material boden zargen,string:1,attributes:1,156104:1,Lindenholz
Material Decke,1,material decke,string:1,attributes:1,156104:1,Fichtenholz
Material Füllung,1,material fullung,string:1,attributes:1,,100% Polyester
Material Gestell,1,material gestell,string:1,attributes:1,,Metall
Material Griff,1,material griff,string:1,attributes:1,3244:1,2K-Kunststoff
Material Gürtelclip,1,material gurtelclip,string:1,attributes:1,,Federstahl
Material Innenjacke,1,material innenjacke,string:1,attributes:1,,100% Polyester Fleece
Material Klinge,1,material klinge,string:1,attributes:1,,Rostfreier Stahl
Material Klingenhalter,1,material klingenhalter,string:1,attributes:1,3244:1,Edelstahl
Material Korb,1,material korb,string:1,attributes:1,,Antihaftbeschichtetes Metall
Material Netz,1,material netz,string:1,attributes:1,,Kunststoff
Material Oberseite,1,material oberseite,string:1,attributes:1,,100% Polyester/Spandex
Material Schwert und Schild,1,material schwert und schild,string:1,attributes:1,,EVA
Material Seiten,1,material seiten,string:1,attributes:1,,100% Polyester
Material Unterseite,1,material unterseite,string:1,attributes:1,,100% Polyolefin-beschichtetes Polyester
Materialbasis,1,materialbasis,string:1,attributes:1,,Leinöl
Materialspezifikation,1,materialspezifikation,string:1,attributes:1,178934:1,PPS GF40
Max. Aststärke Hochentaster,1,max aststarke hochentaster,string:1,attributes:1,,ca. 30 cm
Max. Ausgangsleistung pro Port,1,max ausgangsleistung pro port,string:1,attributes:1,47075:1,12W
Max. Datenübertragungsrate,1,max datenubertragungsrate,string:1,attributes:1,,6 Gbit/s
Max. Durchflussmenge,1,max durchflussmenge,string:1,attributes:1,,5 l/min (bei 3 bar)
Max. Durchflussmenge bei 3 bar,1,max durchflussmenge bei 3 bar,string:1,attributes:1,,5 l/min
Max. Luftgeschwindigkeit Laubbläser,1,max luftgeschwindigkeit laubblaser,string:1,attributes:1,,ca. 180 km/h
Max. Schnittstärke Hochentaster,1,max schnittstarke hochentaster,string:1,attributes:1,,ca. 30 cm
Max. Temperatur,1,max temperatur,string:1,attributes:1,,350 °C
Max. Zugkraft,1,max zugkraft,string:1,attributes:1,,907 kg
Maximale Belastbarkeit,1,maximale belastbarkeit,string:1,attributes:1,,88 kg
Maximale Griffhöhe,1,maximale griffhohe,string:1,attributes:1,,105 cm
Maximale Netzhöhe,1,maximale netzhohe,string:1,attributes:1,,1.6 m
Maximalgewicht Kind,1,maximalgewicht kind,string:1,attributes:1,,21 kg
Medizinprodukt,1,medizinprodukt,string:1,attributes:1,,Ja
Meißeltyp 1,1,meisseltyp 1,string:1,attributes:1,50382:1,Spitzmeißel
Meißeltyp 2,1,meisseltyp 2,string:1,attributes:1,50382:1,Flachmeißel
Mensur,1,mensur,string:1,attributes:1,22670:1,63 cm
Menthol,1,menthol,string:1,attributes:1,180501:1,1.140 mg/kg
Merkmal,1,merkmal,string:1,attributes:1,262241:1,mit Zweimassenschwungrad (ZMS)
Messbereich,1,messbereich,string:1,attributes:1,29525:1,0-150 mm
Messfunktionen,1,messfunktionen,string:1,attributes:1,29525:1,"Außenmessung, Innenmessung, Tiefenmessung, Stufenmessung"
Messprinzip,1,messprinzip,string:1,attributes:1,29523:1,"Magnetisch, Wirbelstrom"
Messpunkt Kaltstartstrom,1,messpunkt kaltstartstrom,string:1,attributes:1,49782:1,-18 °C
Mikrowellengeeignet,1,mikrowellengeeignet,string:1,attributes:1,101428:1,Ja
Mindesthaltbarkeitsdatum,1,mindesthaltbarkeitsdatum,string:1,attributes:1,,2026-12
Mischverhältnis,1,mischverhaltnis,string:1,attributes:1,,1:1 mit Wasser
Mit ABS-Ring,1,mit abs ring,string:1,attributes:1,33729:1,Ja
Mit Glasplatte,1,mit glasplatte,string:1,attributes:1,,Ja
Mit Griff,1,mit griff,string:1,attributes:1,,Ja
Modell Akku,1,modell akku,string:1,attributes:1,29518:1,PBA 18V/45
Modell Ladegerät,1,modell ladegerat,string:1,attributes:1,29518:1,AL 1810 CV
Modellbezeichnung,1,modellbezeichnung,string:1,attributes:1,,ICE SCRAPER
Modelljahr,1,modelljahr,string:1,attributes:1,,2022
Modelljahre,1,modelljahre,string:1,attributes:1,33694:1,2014-2021
Montage notwendig,1,montage notwendig,string:1,attributes:1,156105:1,Ja
Montagehinweis,1,montagehinweis,string:1,attributes:1,33612:1,Anzugsdrehmomente beachten
Montagematerial enthalten,1,montagematerial enthalten,string:1,attributes:1,,Ja
Montageposition,1,montageposition,string:1,attributes:1,263094:1,Außenspiegel
Montageseite,1,montageseite,string:1,attributes:1,170141:1,beidseitig
Montagezustand,1,montagezustand,string:1,attributes:1,,Zerlegt
Motiv,1,motiv,null:1,attributes:1,138910:1,
Motorleistung,1,motorleistung,string:1,attributes:1,178934:1,275 PS
MTBF,1,mtbf,string:1,attributes:1,,2.000.000 Stunden
Nachhaltig,1,nachhaltig,string:1,attributes:1,,Ja
Nahtversiegelt,1,nahtversiegelt,string:1,attributes:1,261011:1,Ja
NAND-Typ,1,nand typ,string:1,attributes:1,,3D TLC
Natrium,1,natrium,string:1,attributes:1,180501:1,0%
Navigation,1,navigation,string:1,attributes:1,174119:1,GPS integriert
NCQ-Unterstützung,1,ncq unterstutzung,string:1,attributes:1,,Ja
Nennspannung,1,nennspannung,string:1,attributes:1,,19.8V
Nennweite,1,nennweite,string:1,attributes:1,,DN 15
Nettoinhalt,1,nettoinhalt,string:1,attributes:1,180501:1,8 x 110 g
Netzfrequenz,1,netzfrequenz,string:1,attributes:1,67720:1,50/60 Hz
Netzhöhe,1,netzhohe,string:1,attributes:1,,1.6 m
Netzlänge,1,netzlange,string:1,attributes:1,,4 m
Netzwerkstandard,1,netzwerkstandard,string:1,attributes:1,182094:1,CAT5e
Norm Erwachsene,1,norm erwachsene,string:1,attributes:1,109677:1,EN ISO 20471
Norm Kinder,1,norm kinder,string:1,attributes:1,109677:1,EN 17353:2020
NVMe-Protokoll,1,nvme protokoll,string:1,attributes:1,,NVMe 1.3
Oberfläche Gestell,1,oberflache gestell,string:1,attributes:1,,Pulverbeschichtet
Oberflächenmaterial,1,oberflachenmaterial,string:1,attributes:1,33694:1,Velours
OE-Nummer,1,oe nummer,string:1,attributes:1,33665:1,"038103383BL, 038103383DE, 1212188109"
OE-Referenz,1,oe referenz,string:1,attributes:1,170141:1,16 03 254
OE-Referenznummer,1,oe referenznummer,string:1,attributes:1,170141:1,1403300051
OE/OEM Referenznummer(n),1,oe oem referenznummer n,string:1,attributes:1,33694:1,2452014202112
Öffnungsmechanismus,1,offnungsmechanismus,string:1,attributes:1,,Einhandöffnung
Ölbasis,1,olbasis,string:1,attributes:1,,Bi-Synthetisch (PAO+Ester)
Ölspezifikation,1,olspezifikation,string:1,attributes:1,179501:1,ATF DCG II
Optische Wirkung,1,optische wirkung,string:1,attributes:1,,Raumvergrößerung
Packungsgröße,1,packungsgrosse,string:1,attributes:1,15687:1,3er-Pack
PAP-Kennzeichnung,1,pap kennzeichnung,string:1,attributes:1,33661:1,Ja
Passend für Fahrzeug,1,passend fur fahrzeug,string:1,attributes:1,180391:1,"Ford Fiesta V, Ford Fusion, Mazda 2"
Passend für Fahrzeugmarken,1,passend fur fahrzeugmarken,string:1,attributes:1,33564:1,"Hyundai, Kia"
Passend für Modell,1,passend fur modell,string:1,attributes:1,33694:1,2er F45 Active Tourer
Passend für Modellreihen,1,passend fur modellreihen,string:1,attributes:1,33564:1,"Audi A4, Audi A5, Audi A6"
Passform-System,1,passform system,string:1,attributes:1,87122:1,Custom Fit
Passgenauigkeit,1,passgenauigkeit,string:1,attributes:1,262128:1,Präzisionsgefertigt
Personalisieren,1,personalisieren,string:1,attributes:1,15687:1,Nein
Pflege,1,pflege,string:1,attributes:1,37644:1,"Pflegeleicht, Bügelfrei"
Pflegehinweis 2,1,pflegehinweis 2,string:1,attributes:1,,Nicht bleichen
Pflegehinweis 3,1,pflegehinweis 3,string:1,attributes:1,,Nicht im Trockner trocknen
PGM-Prüfzeichen,1,pgm prufzeichen,string:1,attributes:1,50382:1,Ja
Phosphor,1,phosphor,string:1,attributes:1,180501:1,0%
Plattenmaße,1,plattenmasse,string:1,attributes:1,156105:1,ca. 37 x 23 cm
Plattformhöhe,1,plattformhohe,string:1,attributes:1,,Mittel
Platzierung am Fahrzeug,1,platzierung am fahrzeug,string:1,attributes:1,238:1,Außenspiegel
Produkt ID,1,produkt id,string:1,attributes:1,101428:1,3770010398363
Produktcode,1,produktcode,string:1,attributes:1,,716405
Produktgröße (L x B x H),1,produktgrosse l x b x h,string:1,attributes:1,,615 x 370 x 365 mm
Produktkategorie,1,produktkategorie,string:1,attributes:1,156104:1,Musikinstrumente > Saiteninstrumente > Gitarren > Akustikgitarren
PZN,1,pzn,string:1,attributes:1,,18747739
QuickClean-Funktion,1,quickclean funktion,string:1,attributes:1,,Ja
Räder,1,rader,string:1,attributes:1,,Ja
Radiofunktion,1,radiofunktion,string:1,attributes:1,174119:1,RDS
RAID-Unterstützung,1,raid unterstutzung,string:1,attributes:1,,Ja
Räucherebenen,1,raucherebenen,string:1,attributes:1,81464:1,Mehrere
RDS-Funktion,1,rds funktion,string:1,attributes:1,174119:1,Ja
Referenznummer,1,referenznummer,string:1,attributes:1,262228:1,212 323 00 20
Referenznummer_OEM,1,referenznummer oem,string:1,attributes:1,33564:1,2 111 254
Referenznummer(n) OE/OEM,1,referenznummer n oe oem,string:1,attributes:1,33579:1,910158
Reinigungseigenschaft,1,reinigungseigenschaft,string:1,attributes:1,,Leicht zu reinigen
Reinigungsfreundlich,1,reinigungsfreundlich,string:1,attributes:1,,Ja
Reinigungssystem,1,reinigungssystem,string:1,attributes:1,,QuickClean
Rohasche,1,rohasche,string:1,attributes:1,180501:1,60.4%
Rohfaser,1,rohfaser,string:1,attributes:1,180501:1,2.8%
Rohfett,1,rohfett,string:1,attributes:1,180501:1,4.7%
Rohprotein,1,rohprotein,string:1,attributes:1,180501:1,3.7%
RoHS-konform,1,rohs konform,string:1,attributes:1,,Ja
RoHS-Konformität,1,rohs konformitat,string:1,attributes:1,174119:1,Ja
Rollenanzahl,1,rollenanzahl,string:1,attributes:1,,4
Rollenart,1,rollenart,string:1,attributes:1,,Doppelrollen
Rostbeständig,1,rostbestandig,string:1,attributes:1,20622:1,Ja
Rostfrei,1,rostfrei,string:1,attributes:1,,Ja
Rostmaterial,1,rostmaterial,string:1,attributes:1,,Verchromter Stahl
Rückenlänge,1,ruckenlange,string:1,attributes:1,87122:1,Verstellbar
Rückenpanel,1,ruckenpanel,string:1,attributes:1,87122:1,"Spritzgegossener, gestanzter Schaumstoff"
Rückensystem,1,ruckensystem,string:1,attributes:1,87122:1,AirScape Suspension
Rückgaberecht,1,ruckgaberecht,string:1,attributes:1,178934:1,14 Tage
Rückhaltesystem,1,ruckhaltesystem,string:1,attributes:1,,Airbag-System
S.M.A.R.T.-Unterstützung,1,s m a r t unterstutzung,string:1,attributes:1,,Ja
Sattelbreite,1,sattelbreite,string:1,attributes:1,22670:1,50 mm
Saugkern,1,saugkern,string:1,attributes:1,36440:1,Stark
Saugleistung,1,saugleistung,string:1,attributes:1,,11 kPa
Schaftdurchmesser,1,schaftdurchmesser,string:1,attributes:1,50382:1,18 mm
Schaftweite,1,schaftweite,string:1,attributes:1,,Normal
Schaltertyp,1,schaltertyp,string:1,attributes:1,42284:1,Staubdichter Schalter
Scheibengröße,1,scheibengrosse,string:1,attributes:1,177807:1,"282mm Durchmesser, 9mm Dicke"
Schlauchdurchmesser,1,schlauchdurchmesser,string:1,attributes:1,260307:1,19 mm
Schleifpapierbefestigung,1,schleifpapierbefestigung,string:1,attributes:1,42284:1,Klettverschluss
Schleiftellerdurchmesser,1,schleiftellerdurchmesser,string:1,attributes:1,42284:1,125 mm
Schliffart Klinge,1,schliffart klinge,string:1,attributes:1,,Wellenschliff
Schloss,1,schloss,string:1,attributes:1,,TSA-Zahlenschloss
Schnittbreite Freischneider,1,schnittbreite freischneider,string:1,attributes:1,,ca. 25.5 cm
Schnittbreite Rasentrimmer,1,schnittbreite rasentrimmer,string:1,attributes:1,,ca. 45 cm
Schnittlänge Heckenschere,1,schnittlange heckenschere,string:1,attributes:1,,ca. 48 cm
Schnitttiefe Rasenkantenschneider,1,schnitttiefe rasenkantenschneider,string:1,attributes:1,,ca. 1-5 cm
Schraubendreher Typen,1,schraubendreher typen,string:1,attributes:1,,"Kreuzschlitz, Schlitz"
Schreibgeschwindigkeit,1,schreibgeschwindigkeit,string:1,attributes:1,,1100 MB/s
Schrittlänge,1,schrittlange,string:1,attributes:1,,32
Schutzart,1,schutzart,string:1,attributes:1,,IP65
Schwenkbereich,1,schwenkbereich,string:1,attributes:1,,10°
SD-Karten-Slot,1,sd karten slot,string:1,attributes:1,174119:1,Ja
Seite,1,seite,string:1,attributes:1,170141:1,beidseitig
Sekundärfunktion,1,sekundarfunktion,string:1,attributes:1,54145:1,Geruchs- und Geschmacksreduktion
Sensor-Typ,1,sensor typ,string:1,attributes:1,,Bewegungsmelder
Sensorik,1,sensorik,string:1,attributes:1,,Dämmerungssensor
Set beinhaltet,1,set beinhaltet,string:1,attributes:1,,"Lounge Sofa, Sessel, Tisch, Polsterauflagen"
Set enthält,1,set enthalt,string:1,attributes:1,101428:1,"Besteck (4 Teile), Trennwände (2), Saucenbehälter (1)"
Sicherheit,1,sicherheit,string:1,attributes:1,36440:1,Hohes Maß
Sicherheitsnorm,1,sicherheitsnorm,string:1,attributes:1,,EN ISO 7866
Sicherheitssperre,1,sicherheitssperre,string:1,attributes:1,,Ja
Sicherheitsstandard,1,sicherheitsstandard,string:1,attributes:1,,UN R129/03 (i-Size)
Sicherheitsstufe,1,sicherheitsstufe,string:1,attributes:1,58100:1,10
Sicherheitssystem,1,sicherheitssystem,string:1,attributes:1,180953:1,Beurer BSS
Sicherheitsverriegelung,1,sicherheitsverriegelung,string:1,attributes:1,,Selbstverriegelnde Klinge
Sicherheitszertifikate,1,sicherheitszertifikate,string:1,attributes:1,,"CE-Kennzeichnung, TÜV-geprüft, Spiel gut Siegel"
Sicherheitszertifizierung,1,sicherheitszertifizierung,string:1,attributes:1,20660:1,EN71
Sichtfeld,1,sichtfeld,string:1,attributes:1,263094:1,Vibrationsfrei
Sitzrichtung,1,sitzrichtung,string:1,attributes:1,,Vorwärtsgerichtet
Skaleneinheiten,1,skaleneinheiten,string:1,attributes:1,29525:1,"Metrisch, Imperial"
Smarte Funktionen,1,smarte funktionen,string:1,attributes:1,,NFC Connect
Sohlenart,1,sohlenart,string:1,attributes:1,,Plateau
Solarpanel Leistung,1,solarpanel leistung,string:1,attributes:1,,5V/2A
Solarpanel Typ,1,solarpanel typ,string:1,attributes:1,,Monokristallin
Sound Presets,1,sound presets,string:1,attributes:1,174119:1,Ja
Spannungsversorgung AC,1,spannungsversorgung ac,string:1,attributes:1,,230V
Spannungsversorgung DC,1,spannungsversorgung dc,string:1,attributes:1,,"12V, 24V"
Speicherkapazität,1,speicherkapazitat,string:1,attributes:1,,256 GB
Spezifikation ACEA,1,spezifikation acea,string:1,attributes:1,,"C2, C3"
Spezifikation API,1,spezifikation api,string:1,attributes:1,,SP/SN Plus
Spiegeltyp,1,spiegeltyp,string:1,attributes:1,,Komplettspiegel
Spieldauer,1,spieldauer,string:1,attributes:1,19082:1,ca. 15 Minuten
Spieleranzahl,1,spieleranzahl,string:1,attributes:1,19082:1,2-8 Spieler
Spielname,1,spielname,string:1,attributes:1,19082:1,Dobble
Spieltyp,1,spieltyp,string:1,attributes:1,183457:1,Sammelkartenspiel
Sport,1,sport,string:1,attributes:1,2024:1,Fußball
Sportart/Aktivität,1,sportart aktivitat,string:1,attributes:1,,"Fitness, Laufen, Schwimmen, Radfahren"
Sportarten,1,sportarten,string:1,attributes:1,,"Badminton, Tennis, Volleyball"
Sprudelwasser-Kapazität,1,sprudelwasser kapazitat,string:1,attributes:1,,60 Liter
Spülmaschinenfest,1,spulmaschinenfest,string:1,attributes:1,,Ja
Spülmaschinenfestes Zubehör,1,spulmaschinenfestes zubehor,string:1,attributes:1,,Ja
Standard,1,standard,string:1,attributes:1,29525:1,DIN 862
Staubabsaugung,1,staubabsaugung,string:1,attributes:1,42284:1,Effizientes Staubfangsystem
Steuerungsart,1,steuerungsart,string:1,attributes:1,,Fernbedienung
Stilmerkmal,1,stilmerkmal,string:1,attributes:1,,Zeitlos
Stilrichtung,1,stilrichtung,string:1,attributes:1,37644:1,Modern
Stoffgewicht,1,stoffgewicht,string:1,attributes:1,,Mittelschwer
Stoffqualität,1,stoffqualitat,string:1,attributes:1,37644:1,Musselin
Stoßfestigkeit,1,stossfestigkeit,string:1,attributes:1,,1500G
STRATIC Connect,1,stratic connect,string:1,attributes:1,,Ja
Streaming-Protokolle,1,streaming protokolle,string:1,attributes:1,122188:1,"AirPlay, Miracast"
Streckgrenze,1,streckgrenze,string:1,attributes:1,260176:1,440 MPa
Stromaufnahme (AC Adapter),1,stromaufnahme ac adapter,string:1,attributes:1,,2.5 A
Stromquelle,1,stromquelle,string:1,attributes:1,69197:1,Netzbetrieben
Stück pro Karton,1,stuck pro karton,string:1,attributes:1,,1
Systemtyp,1,systemtyp,string:1,attributes:1,178934:1,Offene Ansaugung
Taillenumfang,1,taillenumfang,string:1,attributes:1,11507:1,91-97 cm
Taillenumfang (Zoll),1,taillenumfang zoll,string:1,attributes:1,11507:1,36-38
Taschenmerkmale,1,taschenmerkmale,string:1,attributes:1,,"Reißverschluss-Seitentaschen, Brusttasche"
Taschenstil,1,taschenstil,string:1,attributes:1,,5-Pocket
Tassenkapazität,1,tassenkapazitat,string:1,attributes:1,184665:1,8 Tassen
Tastenbeleuchtung Farbe,1,tastenbeleuchtung farbe,string:1,attributes:1,174119:1,Rot
TBW,1,tbw,string:1,attributes:1,,80 TB
Team,1,team,string:1,attributes:1,2024:1,Deutschland
Technologiebasis,1,technologiebasis,string:1,attributes:1,179496:1,Synthesetechnologie
Teileanzahl,1,teileanzahl,string:1,attributes:1,156105:1,61
Temperatur-Einstellbereich,1,temperatur einstellbereich,string:1,attributes:1,,-20 bis 20 ℃
Temperaturbegrenzung,1,temperaturbegrenzung,string:1,attributes:1,,40°C
Temperaturregulierend,1,temperaturregulierend,string:1,attributes:1,,Ja
Timer,1,timer,string:1,attributes:1,,Integriert
Timerfunktion,1,timerfunktion,string:1,attributes:1,184665:1,Ja
Tonabnehmer,1,tonabnehmer,string:1,attributes:1,156104:1,Nein
Torx Schlüssel Größe,1,torx schlussel grosse,string:1,attributes:1,,T25
Tragbar,1,tragbar,string:1,attributes:1,,Ja
Tragegriffe,1,tragegriffe,string:1,attributes:1,,"Oben, Seite"
Tragehenkel,1,tragehenkel,string:1,attributes:1,,15 cm
Trägertyp,1,tragertyp,string:1,attributes:1,,Spaghettiträger
Tragesystem,1,tragesystem,string:1,attributes:1,,Rucksack-Tragesystem
Tragfähigkeit,1,tragfahigkeit,string:1,attributes:1,,"2,3 kg"
Transport,1,transport,string:1,attributes:1,,Tragbar
Treibmittel,1,treibmittel,string:1,attributes:1,,C5H10
Trinkwassergeeignet,1,trinkwassergeeignet,string:1,attributes:1,,Ja
Trockenlänge,1,trockenlange,string:1,attributes:1,20622:1,20 Meter
Tuner,1,tuner,string:1,attributes:1,174119:1,"DAB+, RDS"
Tuning- & Styling-Teil,1,tuning styling teil,string:1,attributes:1,39057:1,Nein
Typ,1,typ,string:1,attributes:1,,G13+
Überhitzungsschutz,1,uberhitzungsschutz,string:1,attributes:1,,Ja
Ultraschallfrequenz,1,ultraschallfrequenz,string:1,attributes:1,67720:1,40 kHz
Ultraschallleistung,1,ultraschallleistung,string:1,attributes:1,67720:1,120 W
Umgebungstemperatur (Betrieb),1,umgebungstemperatur betrieb,string:1,attributes:1,54145:1,4 °C bis 40 °C
Umgebungstemperatur (Transport/Lagerung),1,umgebungstemperatur transport lagerung,string:1,attributes:1,54145:1,-20 °C bis 50 °C
Umschläge Farbe,1,umschlage farbe,string:1,attributes:1,138910:1,Weiß
Umwandlungsrate,1,umwandlungsrate,string:1,attributes:1,47075:1,>76%
Universell einsetzbar,1,universell einsetzbar,string:1,attributes:1,174087:1,Nein
Unterstützte Smartphone-Integration,1,unterstutzte smartphone integration,string:1,attributes:1,122188:1,"Apple CarPlay, Android Auto"
Ursprungsland,1,ursprungsland,string:1,attributes:1,33661:1,Deutschland
USB-Anschluss,1,usb anschluss,string:1,attributes:1,174119:1,Ja
Verdrehschutz,1,verdrehschutz,string:1,attributes:1,,Ja
Verpackung,1,verpackung,string:1,attributes:1,181379:1,Recycelbar
Verpackungsabmessungen,1,verpackungsabmessungen,string:1,attributes:1,81464:1,"18.03"" x 18.03"" x 23.81"""
Verpackungsgewicht,1,verpackungsgewicht,string:1,attributes:1,81464:1,30.1 LBS
Verpackungsmaße (L x B x H),1,verpackungsmasse l x b x h,string:1,attributes:1,,57 x 34 x 34 cm
Verpackungsmaterial,1,verpackungsmaterial,string:1,attributes:1,36440:1,50% recycelt
Verpackungsvolumen,1,verpackungsvolumen,string:1,attributes:1,81464:1,0.483 CU.FT.
Verpackungszertifikat,1,verpackungszertifikat,string:1,attributes:1,181379:1,FSC C166433
Versand,1,versand,string:1,attributes:1,178934:1,Kostenloser DHL Versand
Verschleißwarnkontakt,1,verschleisswarnkontakt,string:1,attributes:1,57357:1,Nein
Verschlussmechanismus,1,verschlussmechanismus,string:1,attributes:1,58100:1,Schlüssel
Versiegelung,1,versiegelung,string:1,attributes:1,49782:1,Ja
Vibration,1,vibration,string:1,attributes:1,,20G
Vibrationswiderstand,1,vibrationswiderstand,string:1,attributes:1,49782:1,Hoch
Vitamin A,1,vitamin a,string:1,attributes:1,180501:1,230.000 I.E./kg
Vitamin D3,1,vitamin d3,string:1,attributes:1,180501:1,46.000 I.E./kg
Vitamin E,1,vitamin e,string:1,attributes:1,180501:1,4.600 mg/kg
Volumen (Kubikzoll),1,volumen kubikzoll,string:1,attributes:1,87122:1,3967 in³
Volumen Zylinder,1,volumen zylinder,string:1,attributes:1,,0.6 Liter
Volumenerweiterung,1,volumenerweiterung,string:1,attributes:1,,Dehnfalte
Vorgeladen,1,vorgeladen,string:1,attributes:1,49782:1,Ja
Wärmeklasse,1,warmeklasse,string:1,attributes:1,66728:1,Extra Warm
Warmhaltefunktion,1,warmhaltefunktion,string:1,attributes:1,184665:1,Ja
Warmhalterost,1,warmhalterost,string:1,attributes:1,,Ja
Wartungsfrei,1,wartungsfrei,string:1,attributes:1,49782:1,Ja
Wartungsfreiheit,1,wartungsfreiheit,string:1,attributes:1,49782:1,Ja
Waschbar,1,waschbar,string:1,attributes:1,66728:1,Ja
Waschbarkeit,1,waschbarkeit,string:1,attributes:1,180953:1,Maschinenwaschbar
Waschtemperatur,1,waschtemperatur,string:1,attributes:1,,30°C
Wasserdichtigkeit,1,wasserdichtigkeit,string:1,attributes:1,,IP68
Wasserfest,1,wasserfest,string:1,attributes:1,,Ja
Wasserspar-Technologie,1,wasserspar technologie,string:1,attributes:1,,EcoSmart
Wassertank,1,wassertank,string:1,attributes:1,69197:1,Top-Fill Design
Webart,1,webart,string:1,attributes:1,,Feinstrick
Wechselspannung (AC),1,wechselspannung ac,string:1,attributes:1,,100-240V
weight_unit,1,weight unit,string:1,attributes:1,122188:1,kg
Weite,1,weite,string:1,attributes:1,,18 cm
Weitere Artikelnummer,1,weitere artikelnummer,string:1,attributes:1,262228:1,MSM0204
Werkzeugkategorie,1,werkzeugkategorie,string:1,attributes:1,,Kfz-Spezialwerkzeug
Wetter,1,wetter,string:1,attributes:1,,Regen
Wetterbeständig,1,wetterbestandig,string:1,attributes:1,,Ja
Wiederaufladbar,1,wiederaufladbar,string:1,attributes:1,,Ja
Winddicht,1,winddicht,string:1,attributes:1,,Ja
WVA-Nummer,1,wva nummer,string:1,attributes:1,57357:1,20960
X-Bass,1,x bass,string:1,attributes:1,174119:1,Ja
Zähnezahl,1,zahnezahl,string:1,attributes:1,262241:1,23
Zentrierungsdurchmesser,1,zentrierungsdurchmesser,string:1,attributes:1,33564:1,68 mm
Zertifikat,1,zertifikat,string:1,attributes:1,37644:1,OEKO-TEX MADE IN GREEN
Zubehör,1,zubehor,string:1,attributes:1,156104:1,Ja
Zugang zu,1,zugang zu,string:1,attributes:1,,"Installation, Leitungen, Verteilerkästen"
Zugfestigkeit,1,zugfestigkeit,string:1,attributes:1,260176:1,540 MPa
Zusatzbezeichnung,1,zusatzbezeichnung,string:1,attributes:1,262241:1,ZMS Modul XTend plus CSC
Zusatzfunktion,1,zusatzfunktion,string:1,attributes:1,,Gurttrenner
Zusätzliche Zertifizierung,1,zusatzliche zertifizierung,string:1,attributes:1,109677:1,CE 0598
Zweck,1,zweck,string:1,attributes:1,180501:1,Milchfieber-Prophylaxe
Zylindertyp,1,zylindertyp,string:1,attributes:1,58100:1,ABUS X-Plus
