sku,produkt_name,BIN,BINs,initial_eingelagert_menge,initial_eingelagert_iso,initial_eingelagert_typ,initial_eingelagert_BIN,kommissionierung_stock_out_menge,offene_bestellungen_new_menge,kommissioniert_bestellungen_picked_menge,verpackt_bestellungen_packed_menge,offene_bestellungen_total_menge,aktuelle_menge_avycloud_physisch,aktuelle_menge_avycloud_inventory_field,avycloud_delta_inventory_minus_bins,avycloud_available_minus_new,baselinker_product_id,aktuelle_menge_baselinker,delta_baselinker_minus_avy_available_new,delta_baselinker_minus_avy_physisch,last_synced_iso
SKU-0735099796,Dong Fang Hong Latex Haushaltshandschuhe Größe L Gelb – 3 Paar (6 Stück),XGA0302C,XGA0302C:21,,,,,0,0,0,0,0,21,21,0,21,464303135,21,0,0,2026-02-08T01:14:45.260Z
SKU-9003235487,UGREEN Vertikaler Laptop Ständer Aluminium LP258 – Einstellbarer Notebook,,,1,2026-01-01T17:05:21.938Z,stock_in,XGA0105B,1,0,1,0,1,0,0,0,0,489183295,0,0,0,2026-02-07T11:38:20.314Z
SKU-1451160096,"NIU KQi1 Sport E-Scooter – Leistungsstark, Kompakt & StVZO-konform",XGA0106E,XGA0106E:1,1,2026-02-05T14:49:27.642Z,stock_in,XGA0106E,0,0,0,0,0,1,1,0,1,508516949,1,0,0,2026-02-08T01:14:46.146Z
SKU-3748510561,"Casaria Sonnenliege aus Akazienholz – Klappbar, 3-fach verstellbare",XGA0204E,XGA0204E:2,1,2026-01-13T17:44:42.720Z,stock_in,XGA0204E,0,0,0,0,0,2,2,0,2,489183604,2,0,0,2026-02-08T01:14:47.010Z
SKU-6954275739,"SAGENSPEZI Profi Sägekette .325"" 1.6mm 74 Treibglieder – Hochleistungskette für",XGA0106B,XGA0106B:2,,,,,0,0,0,0,0,2,2,0,2,467477301,2,0,0,2026-02-08T01:14:47.874Z
SKU-1423771699,Original Piaggio Keilriemen 102C-510 Variomatikriemen für MP3 530 HPE Beverly,XGA0106B,XGA0106B:1,,,,,0,0,0,0,0,1,1,0,1,467477315,1,0,0,2026-02-08T01:14:48.741Z
SKU-3606468262,TEXTAR Bremsscheibe 92056600 für Mercedes W140 S-Klasse Vorderachse,XGA0105C,XGA0105C:1,1,2026-01-05T14:38:44.277Z,stock_in,XGA0105C,0,0,0,0,0,1,1,0,1,476372298,1,0,0,2026-02-08T01:14:49.607Z
SKU-9905416565,"SodaStream Original Glaskaraffe 0,7L für Crystal & Penguin Wassersprudler –",,,,,,,0,0,1,0,1,0,0,0,0,465277230,0,0,0,2026-01-30T20:06:58.043Z
SKU-0225495136,"SodaStream Crystal 3.0 Wassersprudler Set mit 0,6L Glaskaraffe & Quick Connect",XGA0201E,XGA0201E:1 ; XGA0204D:1,1,2026-01-13T13:15:43.516Z,stock_in,XGA0204D,1,0,1,0,1,2,2,0,2,465277231,2,0,0,2026-02-08T01:14:50.467Z
SKU-9706798890,Thule Fixpoint Kit 187033 – Robuste Befestigung für Evo Dachträger – Sichere,XGA0501C,XGA0501C:1,1,2026-01-20T18:08:01.973Z,stock_in,XGA0501C,0,0,0,0,0,1,1,0,1,491625823,1,0,0,2026-02-08T01:14:51.334Z
SKU-8906682806,SKF Explorer Schrägkugellager 7315 BEGAP – Hochleistungs-Wälzlager 75x160x37mm,XGA0106B,XGA0106B:2,,,,,0,0,0,0,0,2,2,0,2,467533465,2,0,0,2026-02-08T01:14:52.215Z
SKU-0015305033,SodaStream Quick Connect CO2 Reservezylinder 60L für DUO Terra Crystal 3.0,XGA0203C,XGA0203C:1,3,2026-02-03T17:46:27.055Z,stock_in,XGA0203C,4,0,3,0,3,1,1,0,1,499989221,1,0,0,2026-02-09T14:10:31.714Z
SKU-8344329494,"Olsson & Jensen Bellac Lampenfuß 30,5cm",XGA0204D,XGA0204D:1,1,2026-02-03T17:32:14.219Z,stock_in,XGA0204D,0,0,0,0,0,1,1,0,1,508517106,1,0,0,2026-02-08T01:14:53.077Z
SKU-6480044357,POC Axion Race MIPS Fahrradhelm Gr. M – MTB Enduro Trail Helm mit MIPS,,,,,,,1,0,1,0,1,0,0,0,0,467533463,0,0,0,2026-02-03T17:51:21.065Z
SKU-6810770905,GANT Herren Boxershorts 3er Pack Essentials Trunk aus Baumwoll-Stretch – Eng,,,1,2026-01-30T19:55:22.667Z,stock_in,XGA0501C,1,0,0,1,1,0,0,0,0,504410821,0,0,0,2026-02-09T12:36:29.027Z
SKU-1000000007,GANT Herren Hemd Capri Blau Gr. L Popeline Gingham Regular Fit Langarm,XGA0502C,XGA0502C:1,1,2026-01-27T18:01:46.288Z,stock_in,XGA0502C,0,0,0,0,0,1,1,0,1,499989311,1,0,0,2026-02-08T01:14:54.847Z
SKU-1018841553,ROCKANDBLUE Camila Coat Damen Winter Steppmantel Gr. 46 Light Stone,XGA0405A,XGA0405A:1,1,2026-01-16T21:25:46.366Z,stock_in,XGA0405A,0,0,0,0,0,1,1,0,1,489183572,1,0,0,2026-02-08T01:14:55.705Z
SKU-5959163333,"AEG Ergorapido Serie 3000 CX7-2-45MÖ 2in1 Akku-Stielstaubsauger – 18V,",,,1,2026-02-04T18:32:08.330Z,stock_in,XGA0101E,1,0,0,1,1,0,0,0,0,508517205,0,0,0,2026-02-09T12:39:57.641Z
SKU-2670059438,AEG CLEAN 6000 ÖKO Staubsauger mit Beutel AB61C1OKO Grau,XGA0203A,XGA0203A:1,1,2026-02-03T17:37:04.367Z,stock_in,XGA0203A,0,0,0,0,0,1,1,0,1,508517228,1,0,0,2026-02-08T01:14:57.474Z
SKU-4998968854,LESJÖFORS Fahrwerksfeder 4027668 Vorderachse für FORD RANGER TKE 2.2 / 3.2 TDCI,XGA0106D,XGA0106D:1,1,2026-02-05T14:48:40.918Z,stock_in,XGA0106D,0,0,0,0,0,1,1,0,1,508517410,1,0,0,2026-02-08T01:14:58.346Z
SKU-6162434731,KOTO Dartständer Höhenverstellbar & Mobil – Stabiler Metall Dartboard Ständer,,,,,,,1,0,1,0,1,0,0,0,0,467533464,0,0,0,2026-01-30T20:07:09.389Z
SKU-1125185965,Schwalbe One Performance MicroSkin TLE Classic Skin Rennrad Faltreifen 25-622,XGA0105A,XGA0105A:1,1,2026-02-04T18:26:14.244Z,stock_in,XGA0105A,0,0,0,0,0,1,1,0,1,508517490,1,0,0,2026-02-08T01:14:59.208Z
SKU-9166429134,"Antowin Bambus Schubladenteiler 4er Set – Verstellbar 43-56 cm, 5.7 cm Höhe",XGA0501C,XGA0501C:1,1,2026-01-20T18:08:11.555Z,stock_in,XGA0501C,0,0,0,0,0,1,1,0,1,491625788,1,0,0,2026-02-08T01:15:00.092Z
SKU-6099828388,"Sloggi GO Casual Damen Bralette Top aus Bio-Baumwolle – Bügellos, Weich &",XGA0501D,XGA0501D:1,1,2026-01-20T18:08:44.750Z,stock_in,XGA0501D,0,0,0,0,0,1,1,0,1,491626608,1,0,0,2026-02-08T01:15:00.962Z
SKU-1703368789,Weleda Festigende Tagescreme Blauer Enzian Edelweiß – Anti-Aging Pflege für,,,,,,,1,0,1,0,1,0,0,0,0,465277232,0,0,0,2026-01-30T20:07:12.868Z
SKU-3857652007,Triumph Summer Allure Damen Bikinihose Maxi Slip Zebra Schwarz-Weiß Gr. 42,XSGA0103A,XSGA0103A:1,1,2026-01-30T20:01:09.580Z,stock_in,XSGA0103A,0,0,0,0,0,1,1,0,1,504396953,1,0,0,2026-02-08T01:15:01.840Z
SKU-5583443162,"Triumph Summer Allure Zebra Bikini-Oberteil für Damen – Gepolstert, mit Bügeln,",XSGA0103A,XSGA0103A:1,1,2026-01-30T20:01:02.076Z,stock_in,XSGA0103A,0,0,0,0,0,1,1,0,1,504405449,1,0,0,2026-02-08T01:15:02.712Z
SKU-1814556864,Sloggi GO Crush Mini Slip Damen 3er Pack – Komfortable Unterwäsche aus,XGA0501D,XGA0501D:1,1,2026-01-20T18:08:51.321Z,stock_in,XGA0501D,0,0,0,0,0,1,1,0,1,491626761,1,0,0,2026-02-08T01:15:03.580Z
SKU-4208989688,Sloggi Men Start Hipster Slips 3er Pack – Komfortable Stretch Baumwolle,XGA0501D,XGA0501D:1,1,2026-01-09T16:04:57.252Z,stock_in,XGA0404A,0,0,0,0,0,1,1,0,1,489183649,1,0,0,2026-02-08T01:15:04.455Z
SKU-1055381582,"Nespresso Barista Recipe Small Kaffeegläser Set 2x 120ml – Elegante,",XGA0501C,XGA0501C:1,1,2026-01-10T16:15:18.786Z,stock_in,XGA0404A,0,0,0,0,0,1,1,0,1,488052027,1,0,0,2026-02-08T01:15:05.335Z
SKU-3947585623,"SoFlow SO1 E-Scooter 300W Motor 20 km/h, NFC & App",XGA0305B,XGA0305B:1,1,2026-02-03T17:36:01.655Z,stock_in,XGA0305B,0,0,0,0,0,1,1,0,1,508517444,1,0,0,2026-02-08T01:15:06.210Z
SKU-0500263191,"Namuk Crusade Kinder Schneehose Gr. 104 Unisex – Wasserdicht, Winddicht &",XGA0501D,XGA0501D:1,1,2026-01-19T15:34:08.920Z,stock_in,XGA0404B,0,0,0,0,0,1,1,0,1,491627108,1,0,0,2026-02-08T01:15:07.071Z
SKU-3130743576,MONASERA Autoduft Halter Set für Lüftung – Wild Berry & Sandelholz Bergamotte,XGA0105B,XGA0105B:1,1,2026-01-01T17:06:23.765Z,stock_in,XGA0105B,0,0,0,0,0,1,1,0,1,489184070,1,0,0,2026-02-08T01:15:07.960Z
SKU-7200941317,Sonniboy Premium Sonnenschutz Set für Tesla Model 3 & Model Y Panoramadach –,XGA0202A,XGA0202A:1,1,2026-01-05T14:39:50.713Z,stock_in,XGA0202A,0,0,0,0,0,1,1,0,1,476389851,1,0,0,2026-02-08T01:15:08.826Z
SKU-6044260478,MAHLE Original Kühlmittel Ausgleichsbehälter 8MA 376 783-494 für VW Transporter,XGA0106C,XGA0106C:1,,,,,0,0,0,0,0,1,1,0,1,467533468,1,0,0,2026-02-08T01:15:09.714Z
SKU-5120624450,ELUTO Autositzbezug Set aus Kunstleder für Vorder- & Rücksitze – Universell,,,1,2025-12-27T09:50:40.262Z,stock_in,XGA0202A,1,0,1,0,1,0,0,0,0,467533467,0,0,0,2026-01-30T20:07:23.395Z
SKU-3324867175,"Auledio 3-fach Handtuchhalter schwenkbar für Tür & Wand – Verstellbar, Schwarz,",XGA0401B,XGA0401B:14,14,2026-01-20T18:10:48.039Z,stock_in,XGA0401B,0,0,0,0,0,14,14,0,14,491627248,14,0,0,2026-02-08T01:15:10.595Z
SKU-5277674690,"Hoopomania Titan Hoop Hula Hoop Reifen mit 32 Magneten, 3.1kg",,,1,2026-02-04T18:28:43.560Z,stock_in,XGA0203D,1,0,1,0,1,0,0,0,0,508517685,0,0,0,2026-02-07T11:21:13.474Z
SKU-7025517137,Widmann Authentischer Piratenmantel für Erwachsene – Hochwertiger Damen,,,1,2026-01-09T18:18:56.910Z,stock_in,XGA0405B,1,0,1,0,1,0,0,0,0,489688593,0,0,0,2026-01-30T19:11:14.759Z
SKU-2007106780,"WIDMANN MILANO Herren Kostüm Set Flammenmuster – Ideal für Fasching, Karneval,",XGA0405B,XGA0405B:4,4,2026-01-09T18:19:17.615Z,stock_in,XGA0405B,0,0,0,0,0,4,4,0,4,489688594,4,0,0,2026-02-08T01:15:11.464Z
SKU-8934718651,Widmann Herren Flammenhemd Kostüm – Auffälliges Partyhemd mit lebendigem,XGA0405B,XGA0405B:1,1,2026-01-09T18:19:06.521Z,stock_in,XGA0405B,0,0,0,0,0,1,1,0,1,489688634,1,0,0,2026-02-08T01:15:12.345Z
SKU-3425228384,Widmann Schlaghose Pink für Herren L/XL – Authentisches 70er Jahre Disco Kostüm,XGA0405B,XGA0405B:1,1,2026-01-09T18:18:38.284Z,stock_in,XGA0405B,0,0,0,0,0,1,1,0,1,489688704,1,0,0,2026-02-08T01:15:13.218Z
SKU-1316800430,Fiamma Level Up Auffahrkeile 2er Set für Wohnmobil & Wohnwagen – 3-Stufen,,,1,2026-01-01T16:58:52.558Z,stock_in,XGA0106D,1,0,1,0,1,0,0,0,0,488068691,0,0,0,2026-02-02T14:12:55.563Z
SKU-5173627811,DC Comics Batman Kinder Kostüm Set Schwarz Gr. 3-4 Jahre – Hochwertiger,,,1,2026-01-09T18:17:25.478Z,stock_in,XGA0405B,1,0,1,0,1,0,0,0,0,489688851,0,0,0,2026-01-30T20:07:26.920Z
SKU-1000000008,Calzedonia Damen Leggings Schwarz S/M Microfaser Skinny Fit 100 Denier –,XGA0501D,XGA0501D:1,1,2026-01-27T18:00:30.834Z,stock_in,XGA0501D,0,0,0,0,0,1,1,0,1,499990525,1,0,0,2026-02-08T01:15:14.951Z
SKU-2552797972,Diesel P-KOLL-E3 Damen Leggings Slim Fit Gr. S – Hochwertige Baumwollmischung,XSGA0103B,XSGA0103B:1,1,2026-01-30T20:01:44.188Z,stock_in,XSGA0103B,0,0,0,0,0,1,1,0,1,504385847,1,0,0,2026-02-08T01:15:15.813Z
SKU-2801069572,LEGAMI MILANO Kawaii Pinguin Federmäppchen Stifteetui KA0015 – Niedliches,,,,,,,0,0,1,0,1,0,0,0,0,465278478,0,0,0,2026-01-30T20:07:32.414Z
SKU-6543182729,AR HOME Spannbettlaken 140x200 cm Beige – Nachhaltiges Jersey-Spannbetttuch aus,XGA0103B,XGA0103B:1,1,2026-01-01T17:13:32.937Z,stock_in,XGA0103B,0,0,0,0,0,1,1,0,1,489183973,1,0,0,2026-02-08T01:15:16.684Z
SKU-3938831828,"PandaEar Baby Esslernset aus Silikon – 2er Set mit Saugnapf-Teller, Becher,",,,1,2026-01-01T17:09:25.008Z,stock_in,XGA0105A,1,0,1,0,1,0,0,0,0,489184098,0,0,0,2026-01-31T15:08:42.334Z
SKU-5764056320,Good Morning Flanell Bettwäsche BERNARDUS Kariert Sand 155x220 cm – Hochwertige,XGA0103B,XGA0103B:1,1,2026-01-01T17:12:55.879Z,stock_in,XGA0103B,0,0,0,0,0,1,1,0,1,476389691,1,0,0,2026-02-08T01:15:17.552Z
SKU-7193466241,"HP 305 Original Druckerpatrone Schwarz (3YM61AE) für HP DeskJet 27xx, 41xx & HP",,,2,2026-01-01T17:05:40.981Z,stock_in,XGA0105B,2,0,1,0,1,0,0,0,0,480589133,0,0,0,2026-02-06T14:42:57.264Z
SKU-9037226717,JOSE TORRES Gitarrenhülle JTB-100 für Klassische Konzertgitarren 4/4 Schwarz,XGA0201A,XGA0201A:2,2,2026-01-13T17:49:07.904Z,stock_in,XGA0201A,0,0,0,0,0,2,2,0,2,489027162,2,0,0,2026-02-08T01:15:18.454Z
SKU-6388963375,Stradivarius Damen Spitzen-Bodysuit Schwarz Gr. M – Eleganter Body mit,XSGA0103B,XSGA0103B:1,1,2026-01-30T20:00:47.895Z,stock_in,XSGA0103B,0,0,0,0,0,1,1,0,1,504409221,1,0,0,2026-02-08T01:15:19.326Z
SKU-5530631035,Stradivarius Damen Stoffhose Hellblau Gr. M – Elegante Freizeithose mit,XGA0203C,XGA0203C:1,1,2026-01-30T19:56:40.677Z,stock_in,XGA0203C,0,0,0,0,0,1,1,0,1,504405494,1,0,0,2026-02-08T01:15:20.204Z
SKU-2969022222,"DUNSOO Badteppich C04-061-04, 70x120cm, Grau – Weiche Mikrofaser, Rutschfest &",XGA0103B,XGA0103B:1,1,2026-01-01T17:14:03.676Z,stock_in,XGA0103B,0,0,0,0,0,1,1,0,1,489184354,1,0,0,2026-02-08T01:15:21.065Z
SKU-5952589845,Makita 3709 Einhandfräse 530W – Kompakte Kantenfräse für präzise,XGA0101C,XGA0101C:1,,,,,0,0,0,0,0,1,1,0,1,467533471,1,0,0,2026-02-08T01:15:21.940Z
SKU-8805500495,Bo-Camp Geschirrset 40-051-059-005,,,1,2026-01-01T16:57:13.840Z,stock_in,XGA0203A,1,0,1,0,1,0,0,0,0,476389909,0,0,0,2026-01-30T20:07:40.421Z
SKU-8529737282,"Boland Indianerin Poncho Kostüm für Damen – Braun, Einheitsgröße – Lederoptik",XGA0501B,XGA0501B:1,1,2026-01-26T21:03:09.583Z,stock_in,XGA0501B,0,0,0,0,0,1,1,0,1,497025814,1,0,0,2026-02-08T01:15:22.807Z
SKU-3582144495,Boland 44744 Regenbogen Metallic Stretch-Schlaghose Unisex M/L – 70er Jahre,XGA0405B,XGA0405B:1,1,2026-01-10T16:15:11.524Z,stock_in,XGA0405B,0,0,0,0,0,1,1,0,1,489688891,1,0,0,2026-02-08T01:15:23.675Z
SKU-6835511556,Funny Fashion Jungle Julia Damen Safari Kostüm – Authentisches Dschungel Outfit,XGA0405B,XGA0405B:2,2,2026-01-09T18:17:59.105Z,stock_in,XGA0405B,0,0,0,0,0,2,2,0,2,489688890,2,0,0,2026-02-08T01:15:24.543Z
SKU-7333529126,TYC Außenspiegel Rechts elektrisch beheizbar für Ford Transit V363 ab 2015,XGA0106A,XGA0106A:1,1,2025-12-27T13:11:11.304Z,stock_in,XGA0106A,0,0,0,0,0,1,1,0,1,467527298,1,0,0,2026-02-08T01:15:25.438Z
SKU-3341294632,NRF Ladeluftkühler 0030119A für BMW 3er E46 – Optimierte Motorleistung und,XGA0106D,XGA0106D:1,1,2026-01-06T02:51:30.592Z,stock_in,XGA0106D,1,0,0,0,0,1,1,0,1,467478016,1,0,0,2026-02-08T01:15:26.314Z
SKU-9132277490,Victron Energy Batterieschalter 275A 48V – Robuster Hauptschalter Trennschalter,,,,,,,1,0,1,0,1,0,0,0,0,465278485,0,0,0,2026-01-31T23:56:40.833Z
SKU-4961159565,Calvin Klein Herren Boxershorts Schwarz Gr. M Baumwoll-Stretch 4500572587,,,1,2026-01-09T16:05:07.605Z,stock_in,XGA0404A,1,0,1,0,1,0,0,0,0,489184355,0,0,0,2026-01-30T20:07:48.307Z
SKU-8798489036,Calvin Klein Herren 3er Pack Low Rise Trunks Boxershorts Baumwoll-Stretch Gr. L,,,1,2026-01-01T17:07:34.650Z,stock_in,XGA0105B,1,0,1,0,1,0,0,0,0,480589246,0,0,0,2026-02-07T11:37:17.364Z
SKU-7977735758,Puma Herren Boxershorts Everyday Basic 2er Pack Grau Schwarz XL,XGA0501D,XGA0501D:1,1,2026-01-09T16:05:13.515Z,stock_in,XGA0404A,0,0,0,0,0,1,1,0,1,489184292,1,0,0,2026-02-08T01:15:27.291Z
SKU-7514362439,Philips Airfryer 3000 Series NA331/00 Heißluftfritteuse mit RapidAir Plus,XGA0404B,XGA0404B:1,1,2026-01-21T19:28:24.279Z,stock_in,XGA0404B,0,0,0,0,0,1,1,0,1,492851071,1,0,0,2026-02-08T01:15:31.743Z
SKU-5980539717,Tommy Jeans Herren V-Neck T-Shirt TJM XSLIM Jaspe Slim Fit Dark Night Navy,XGA0203C,XGA0203C:1,1,2026-01-30T19:56:12.320Z,stock_in,XGA0203C,0,0,0,0,0,1,1,0,1,504407877,1,0,0,2026-02-08T01:15:32.610Z
SKU-4500500397,"TOMMY JEANS Damen Zip-Off Cargo Hose TJW CLAIRE NYLON CARGO – Wandelbar, Robust",XGA0501B,XGA0501B:1,1,2026-01-27T14:14:57.209Z,stock_in,XGA0501B,0,0,0,0,0,1,1,0,1,499991432,1,0,0,2026-02-08T01:15:33.468Z
SKU-9255560092,Tommy Hilfiger Herren T-Shirt Global Stripe Wreath Logo Dunkelblau – Premium,,,1,2026-01-09T16:07:35.916Z,stock_in,XGA0404B,1,0,1,0,1,0,0,0,0,489184725,0,0,0,2026-02-07T19:20:43.629Z
SKU-1041108089,"Tommy Hilfiger Herren T-Shirt Global Stripe Wreath aus 100% Baumwolle, Weiß,",XGA0502E,XGA0502E:1,1,2026-01-09T16:07:41.935Z,stock_in,XGA0404B,0,0,0,0,0,1,1,0,1,488047821,1,0,0,2026-02-08T01:15:34.340Z
SKU-6560672722,Tommy Hilfiger Damen Langarmshirt Breton Streifen U-Boot-Ausschnitt Slim Fit,XGA0203C,XGA0203C:2,2,2026-01-30T19:56:05.319Z,stock_in,XGA0203C,0,0,0,0,0,2,2,0,2,504409915,2,0,0,2026-02-08T01:15:35.227Z
SKU-3825799024,Tommy Hilfiger Damen Langarmshirt Breton Streifen U-Boot-Ausschnitt Baumwolle,XGA0203C,XGA0203C:1,1,2026-01-30T19:55:55.874Z,stock_in,XGA0203C,0,0,0,0,0,1,1,0,1,504396877,1,0,0,2026-02-08T01:15:36.107Z
SKU-9245031381,PME LEGEND Herren Langarm Poloshirt Regular Fit Dunkelblau Größe M –,XGA0502C,XGA0502C:2,2,2026-01-22T16:48:45.037Z,stock_in,XGA0502C,0,0,0,0,0,2,2,0,2,493982950,2,0,0,2026-02-08T01:15:36.965Z
SKU-4465818458,PME LEGEND Herren Langarm-Poloshirt Dunkelblau Gr. L – Klassisches Regular Fit,XGA0502C,XGA0502C:2,2,2026-01-22T16:49:10.551Z,stock_in,XGA0502C,0,0,0,0,0,2,2,0,2,493973829,2,0,0,2026-02-08T01:15:37.839Z
SKU-3102719705,"PME LEGEND Herren Langarm Poloshirt – Hochwertige Baumwolle, Twill-Textur,",XGA0502C,XGA0502C:3,3,2026-01-22T16:49:37.321Z,stock_in,XGA0502C,0,0,0,0,0,3,3,0,3,493971485,3,0,0,2026-02-08T01:15:38.700Z
SKU-4862349606,PME LEGEND Herren Langarm Poloshirt AMERICAN CLASSIC Baumwolle UV-Schutz,XGA0502C,XGA0502C:1,1,2026-01-22T16:49:51.479Z,stock_in,XGA0502C,0,0,0,0,0,1,1,0,1,493975036,1,0,0,2026-02-08T01:15:39.571Z
SKU-8896806933,"PME LEGEND Herren Langarm Poloshirt aus Piqué-Baumwolle in Blau, Größe M",XGA0501E,XGA0501E:2,2,2026-01-22T16:51:35.461Z,stock_in,XGA0501E,0,0,0,0,0,2,2,0,2,493982185,2,0,0,2026-02-08T01:15:40.462Z
SKU-4906689601,"PME LEGEND Herren Langarm Poloshirt Blau Gr. L – Hochwertige Baumwolle, Regular",XGA0501E,XGA0501E:1,1,2026-01-22T16:50:49.538Z,stock_in,XGA0501E,0,0,0,0,0,1,1,0,1,493975264,1,0,0,2026-02-08T01:15:41.343Z
SKU-4129459884,PME LEGEND Herren Langarm Poloshirt aus 100% Baumwolle – Klassisches Regular,XGA0501E,XGA0501E:3,3,2026-01-22T16:51:12.433Z,stock_in,XGA0501E,0,0,0,0,0,3,3,0,3,493973434,3,0,0,2026-02-08T01:15:42.212Z
SKU-4645470868,"PME LEGEND Herren Langarm Poloshirt Dunkelblau XXL – 100% Baumwolle, Regular Fit",XGA0501E,XGA0501E:1,1,2026-01-22T16:51:28.306Z,stock_in,XGA0501E,0,0,0,0,0,1,1,0,1,493974113,1,0,0,2026-02-08T01:15:43.072Z
SKU-0167269441,PME Legend Nordrop Herren Cargohose Olive Night W29 L32 – Robuste Stretch-Twill,XGA0502E,XGA0502E:1,1,2026-01-22T16:46:23.569Z,stock_in,XGA0502E,0,0,0,0,0,1,1,0,1,493965028,1,0,0,2026-02-08T01:15:43.941Z
SKU-0606185267,"PME Legend Nordrop Herren Cargohose Olivgrün Stretch Twill – Robuste, bequeme",XGA0502E,XGA0502E:1,1,2026-01-22T16:45:29.561Z,stock_in,XGA0502E,0,0,0,0,0,1,1,0,1,493966547,1,0,0,2026-02-08T01:15:44.810Z
SKU-8923961743,PME Legend Nordrop Herren Cargohose Olivgrün W31 L32 Tapered Fit Stretch-Twill,XGA0502E,XGA0502E:1,1,2026-01-22T16:45:06.581Z,stock_in,XGA0502E,0,0,0,0,0,1,1,0,1,493982312,1,0,0,2026-02-08T01:15:45.700Z
SKU-2215117275,PME Legend Nordrop Cargo Hose Herren W32 L32 Travertine – Robuster,XGA0502E,XGA0502E:1,1,2026-01-22T16:45:18.168Z,stock_in,XGA0502E,0,0,0,0,0,1,1,0,1,493969717,1,0,0,2026-02-08T01:15:46.558Z
SKU-6508368269,PME Legend Nordrop Cargo Stretch Twill Herren Cargohose – Moderner Tapered Fit,XGA0502E,XGA0502E:1,1,2026-01-22T16:45:44.579Z,stock_in,XGA0502E,0,0,0,0,0,1,1,0,1,493978215,1,0,0,2026-02-08T01:15:47.422Z
SKU-9543142444,PME Legend Nordrop Cargo Stretch Twill Herren Cargohose – Olivgrün W34 L32,XGA0502E,XGA0502E:1,1,2026-01-22T16:44:55.225Z,stock_in,XGA0502E,0,0,0,0,0,1,1,0,1,493983383,1,0,0,2026-02-08T01:15:48.315Z
SKU-9495443556,PME Legend Herren Cargohose Nordrop Tapered Fit Olivgrün W36 L32,XGA0502E,XGA0502E:1,1,2026-01-22T16:46:14.459Z,stock_in,XGA0502E,0,0,0,0,0,1,1,0,1,493983365,1,0,0,2026-02-08T01:15:49.186Z
SKU-0231755176,PME Legend Nordrop Herren Cargohose Olivgrün Tapered Fit Stretch – Robuste,XGA0502E,XGA0502E:1,1,2026-01-22T16:45:56.161Z,stock_in,XGA0502E,0,0,0,0,0,1,1,0,1,493965240,1,0,0,2026-02-08T01:15:50.050Z
SKU-7739152864,"PME Legend Nordrop Herren Cargohose Stretch Twill – Robust, bequem & UV-Schutz",XGA0502E,XGA0502E:1,1,2026-01-22T16:46:48.891Z,stock_in,XGA0502E,0,0,0,0,0,1,1,0,1,493979932,1,0,0,2026-02-08T01:15:50.958Z
SKU-4271597760,PME Legend Nordrop Herren Cargohose Travertine W33 L34 – Moderner Tapered Fit,XGA0502E,XGA0502E:1,1,2026-01-22T16:47:16.653Z,stock_in,XGA0502E,0,0,0,0,0,1,1,0,1,493973542,1,0,0,2026-02-08T01:15:51.827Z
SKU-7167329167,PME Legend Nordrop Herren Cargohose Olive Night W34 L34 – Robuste Stretch Twill,XGA0502E,XGA0502E:1,1,2026-01-22T16:47:28.932Z,stock_in,XGA0502E,0,0,0,0,0,1,1,0,1,493979194,1,0,0,2026-02-08T01:15:52.685Z
SKU-2808592829,PME Legend Nordrop Herren Cargohose – Tapered Fit Stretch Twill – Olive Night,XGA0502E,XGA0502E:1,1,2026-01-22T16:47:03.976Z,stock_in,XGA0502E,0,0,0,0,0,1,1,0,1,493970758,1,0,0,2026-02-08T01:15:53.563Z
SKU-9703955339,PME Legend Herren Polo Shirt Bone White Melee XXL – Klassisches Kurzarm,,,1,2026-01-22T16:47:49.490Z,stock_in,XGA0502E,1,0,1,0,1,0,0,0,0,493983636,0,0,0,2026-02-02T13:59:29.084Z
SKU-2005525534,"Hunkemöller Damen Shapewear Body BYVRXBODY Schwarz Größe M – Nahtlos,",XGA0501D,XGA0501D:1,1,2026-01-09T16:05:34.945Z,stock_in,XGA0404A,0,0,0,0,0,1,1,0,1,489184620,1,0,0,2026-02-08T01:15:54.424Z
SKU-3692000771,Cloudpillo Ergonomisches Kissen CPP10101-6 Grau – Individuell anpassbar &,,,,,,,1,0,2,0,2,0,0,0,0,465280616,0,0,0,2026-01-30T20:08:09.858Z
SKU-5644516401,Supplend Nagelpilzbehandlung Stift – Effektive Anti-Pilz Nagelpflege für,XGA0403A,XGA0403A:1,1,2026-01-13T13:18:20.808Z,stock_in,XGA0403A,0,0,0,0,0,1,1,0,1,489688894,1,0,0,2026-02-08T01:15:55.281Z
SKU-3055174422,Anker 321 MagGo Battery (PowerCore 5K) – 5000mAh MagSafe Powerbank für iPhone –,,,1,2026-01-13T13:16:43.024Z,stock_in,XGA0403A,1,0,1,0,1,0,0,0,0,489184647,0,0,0,2026-01-30T20:08:08.081Z
SKU-2629282795,Glosen Premium Schubladenbox A4 mit 7 abschließbaren Fächern aus robustem Stahl,XGA0106A,XGA0106A:1,1,2026-01-01T16:59:22.304Z,stock_in,XGA0106A,0,0,0,0,0,1,1,0,1,476399956,1,0,0,2026-02-08T01:15:56.185Z
SKU-2930571748,Bosch SDS max-4 Hammerbohrer 30x520mm für Beton & Mauerwerk – Robuster,,,,,,,1,0,1,0,1,0,0,0,0,467478011,0,0,0,2026-01-30T20:08:14.758Z
